embedding_index,pc1,pc2,id,label,label_name,source,chrom,start,end,split
68,5.206595,5.3657384,test_000068,0,background,random_background_test,chr19,4921369,4921569,test
69,4.3262553,-1.8072925,test_000069,0,background,random_background_test,chr22,25642743,25642943,test
70,-9.404285,2.6530025,test_000070,1,promoter,promoter,chr20,34558507,34558707,test
71,-7.309675,-0.15764207,test_000071,1,promoter,promoter,chr20,6122773,6122973,test
72,3.9694479,-3.1412811,test_000072,0,background,random_background_test,chr21,7765753,7765953,test
73,-8.320918,2.2850397,test_000073,1,promoter,promoter,chr22,42500467,42500667,test
74,-10.768193,4.5533857,test_000074,1,promoter,promoter,chr22,38214695,38214895,test
75,2.5743594,-2.669209,test_000075,0,background,random_background_test,chr19,32016208,32016408,test
76,-1.6363378,-3.509872,test_000076,0,background,random_background_test,chr19,18931425,18931625,test
77,-9.67803,4.071223,test_000077,1,promoter,promoter,chr19,45093033,45093233,test
78,-6.078847,-0.8422745,test_000078,1,promoter,promoter,chr19,21587205,21587405,test
79,1.812718,-3.4049208,test_000079,1,promoter,promoter,chr22,46090826,46091026,test
80,-5.0232487,-1.1161393,test_000080,0,background,random_background_test,chr22,49363841,49364041,test
81,2.622451,-3.4493787,test_000081,0,background,random_background_test,chr20,61363499,61363699,test
82,-4.6380157,-1.2924322,test_000082,1,promoter,promoter,chr20,38962174,38962374,test
83,5.2234144,-0.12647238,test_000083,1,promoter,promoter,chr19,47663641,47663841,test
84,-4.4191236,-1.8871448,test_000084,1,promoter,promoter,chr20,45911757,45911957,test
85,-0.77031076,-3.4118319,test_000085,1,promoter,promoter,chr19,40690057,40690257,test
86,-5.5187964,-1.3177614,test_000086,1,promoter,promoter,chr19,38388507,38388707,test
87,-0.036107466,-3.6324952,test_000087,0,background,random_background_test,chr21,41488116,41488316,test
88,-8.680527,1.0624486,test_000088,1,promoter,promoter,chr20,19758218,19758418,test
89,-10.052295,3.1767106,test_000089,1,promoter,promoter,chr20,33994390,33994590,test
90,-7.227131,-0.06802641,test_000090,1,promoter,promoter,chr20,5127092,5127292,test
91,2.9788263,0.86618316,test_000091,1,promoter,promoter,chr22,39021030,39021230,test
92,-0.29099816,-2.978922,test_000092,1,promoter,promoter,chr21,34511937,34512137,test
93,2.7394624,2.2475805,test_000093,0,background,random_background_test,chr22,20639340,20639540,test
94,-5.546139,0.27049404,test_000094,1,promoter,promoter,chr19,55643418,55643618,test
95,2.7629523,-2.593305,test_000095,0,background,random_background_test,chr22,32360557,32360757,test
96,-8.191856,0.7219208,test_000096,1,promoter,promoter,chr19,13150266,13150466,test
97,2.77343,-2.0849032,test_000097,0,background,random_background_test,chr22,32900057,32900257,test
98,2.1955771,-1.2998073,test_000098,0,background,random_background_test,chr19,56085560,56085760,test
99,-0.30931944,-2.2513034,test_000099,0,background,random_background_test,chr19,7321186,7321386,test
100,3.4474661,-2.4259167,test_000100,0,background,random_background_test,chr20,60237925,60238125,test
101,-2.7229683,-1.0208496,test_000101,1,promoter,promoter,chr19,55642190,55642390,test
102,-7.0955615,2.8165026,test_000102,1,promoter,promoter,chr22,19447910,19448110,test
103,3.6452851,2.422669,test_000103,0,background,random_background_test,chr22,37158422,37158622,test
104,-2.5823157,-3.4119556,test_000104,1,promoter,promoter,chr22,23579984,23580184,test
105,2.0614636,-3.048998,test_000105,0,background,random_background_test,chr19,13122254,13122454,test
106,-4.7107215,-0.95236355,test_000106,1,promoter,promoter,chr20,13638922,13639122,test
107,6.7638745,-0.6278047,test_000107,0,background,random_background_test,chr22,22413840,22414040,test
108,-0.7964454,-3.5923934,test_000108,0,background,random_background_test,chr20,61923702,61923902,test
109,0.4951127,-3.2643661,test_000109,1,promoter,promoter,chr19,8608251,8608451,test
110,-0.6337283,-2.999577,test_000110,0,background,random_background_test,chr22,15643544,15643744,test
111,1.4327054,-2.7949522,test_000111,0,background,random_background_test,chr22,26154670,26154870,test
112,4.216814,-0.9096516,test_000112,0,background,random_background_test,chr21,29271517,29271717,test
113,2.147991,-0.89968365,test_000113,0,background,random_background_test,chr20,18317387,18317587,test
114,3.1059601,-2.6279364,test_000114,0,background,random_background_test,chr22,16952340,16952540,test
115,-2.364012,-1.6555877,test_000115,1,promoter,promoter,chr21,41420703,41420903,test
116,-1.5327418,-3.279444,test_000116,1,promoter,promoter,chr20,26251203,26251403,test
117,5.3757854,-1.7741697,test_000117,0,background,random_background_test,chr20,57032558,57032758,test
118,3.0273843,-0.7402289,test_000118,1,promoter,promoter,chr20,49280165,49280365,test
119,0.9643336,-3.0224905,test_000119,0,background,random_background_test,chr20,34078058,34078258,test
120,-1.6818614,-3.0791924,test_000120,1,promoter,promoter,chr20,3712567,3712767,test
121,6.0541134,5.61766,test_000121,0,background,random_background_test,chr20,3013368,3013568,test
122,-3.3204577,-0.71704787,test_000122,1,promoter,promoter,chr19,41439874,41440074,test
123,5.325378,7.372075,test_000123,0,background,random_background_test,chr20,35931623,35931823,test
124,-5.926761,-0.8294224,test_000124,1,promoter,promoter,chr19,20167049,20167249,test
125,-8.029215,3.609875,test_000125,1,promoter,promoter,chr19,6737611,6737811,test
126,8.37862,3.5974433,test_000126,0,background,random_background_test,chr22,29262514,29262714,test
127,-0.84959745,-3.2511137,test_000127,0,background,random_background_test,chr21,43859486,43859686,test
128,-0.7014621,-2.0811954,test_000128,1,promoter,promoter,chr20,50171785,50171985,test
129,-8.852794,1.7194078,test_000129,1,promoter,promoter,chr19,32580979,32581179,test
130,4.72162,-0.7269386,test_000130,1,promoter,promoter,chr19,37730519,37730719,test
131,-6.318815,-0.30253613,test_000131,1,promoter,promoter,chr20,33731792,33731992,test
132,7.5501595,0.51162755,test_000132,0,background,random_background_test,chr21,23343430,23343630,test
133,2.6232116,-1.9263284,test_000133,0,background,random_background_test,chr21,42905353,42905553,test
134,4.3344603,-3.323405,test_000134,0,background,random_background_test,chr19,43818140,43818340,test
135,-7.3802357,0.4478136,test_000135,1,promoter,promoter,chr20,10672745,10672945,test
136,5.6001244,-1.8505878,test_000136,0,background,random_background_test,chr20,7504251,7504451,test
137,4.429018,-1.670538,test_000137,0,background,random_background_test,chr21,13189404,13189604,test
138,3.9768085,-2.8429885,test_000138,1,promoter,promoter,chr19,56317790,56317990,test
139,-7.263393,0.12447545,test_000139,1,promoter,promoter,chr20,25407816,25408016,test
140,-8.5327635,1.7990229,test_000140,1,promoter,promoter,chr22,32475105,32475305,test
141,-0.82733035,-3.4640224,test_000141,1,promoter,promoter,chr20,35490939,35491139,test
142,0.96136755,-2.11167,test_000142,0,background,random_background_test,chr20,48704068,48704268,test
143,2.0587933,-1.2200227,test_000143,1,promoter,promoter,chr19,43595428,43595628,test
144,2.7072895,-2.887495,test_000144,0,background,random_background_test,chr19,52130148,52130348,test
145,0.18559499,6.6592617,test_000145,0,background,random_background_test,chr22,36123691,36123891,test
146,3.3790414,-1.8976891,test_000146,0,background,random_background_test,chr19,22258558,22258758,test
147,-0.338166,-2.892468,test_000147,1,promoter,promoter,chr19,14070382,14070582,test
148,4.7919636,-2.5308995,test_000148,0,background,random_background_test,chr19,39368956,39369156,test
149,-3.8801627,-1.7913175,test_000149,1,promoter,promoter,chr19,18532617,18532817,test
150,2.4860218,-1.2076514,test_000150,0,background,random_background_test,chr20,52932196,52932396,test
151,1.3129565,-2.1675904,test_000151,1,promoter,promoter,chr20,32509748,32509948,test
152,3.1915538,-2.5683272,test_000152,1,promoter,promoter,chr21,31840382,31840582,test
153,3.4571507,2.4971936,test_000153,0,background,random_background_test,chr22,13551435,13551635,test
154,-7.6467795,1.0431494,test_000154,1,promoter,promoter,chr19,19733066,19733266,test
155,4.648088,-2.1975417,test_000155,1,promoter,promoter,chr19,13024286,13024486,test
156,0.5305807,-2.4245758,test_000156,0,background,random_background_test,chr19,1646751,1646951,test
157,4.4573193,9.116249,test_000157,0,background,random_background_test,chr22,42779951,42780151,test
158,-10.192201,4.451481,test_000158,1,promoter,promoter,chr20,49713845,49714045,test
159,5.443698,-1.9540981,test_000159,0,background,random_background_test,chr19,31009560,31009760,test
160,7.8996906,3.4033332,test_000160,0,background,random_background_test,chr19,6951947,6952147,test
161,6.8324904,0.89040124,test_000161,0,background,random_background_test,chr21,28813143,28813343,test
162,-1.7671148,-2.4914484,test_000162,1,promoter,promoter,chr19,51693351,51693551,test
163,-0.11975596,-3.8063197,test_000163,0,background,random_background_test,chr20,421930,422130,test
164,-0.9245669,-2.7192426,test_000164,1,promoter,promoter,chr20,3106670,3106870,test
165,-4.450025,-1.7566538,test_000165,1,promoter,promoter,chr19,50969463,50969663,test
166,4.3838716,-0.81133187,test_000166,0,background,random_background_test,chr21,39459030,39459230,test
167,0.9639158,-2.7101076,test_000167,1,promoter,promoter,chr20,2814987,2815187,test
168,-3.5427828,-2.5601995,test_000168,1,promoter,promoter,chr22,42130557,42130757,test
169,-9.221894,2.351397,test_000169,1,promoter,promoter,chr21,39380221,39380421,test
170,-3.128393,-2.0967214,test_000170,1,promoter,promoter,chr21,45234411,45234611,test
171,1.8520867,-2.8410926,test_000171,0,background,random_background_test,chr20,51190886,51191086,test
172,-5.8989563,-0.50593966,test_000172,1,promoter,promoter,chr22,50532422,50532622,test
173,0.94468236,-1.511594,test_000173,0,background,random_background_test,chr21,40634352,40634552,test
174,-10.173404,4.2205973,test_000174,1,promoter,promoter,chr20,62220238,62220438,test
175,5.8681517,3.0287666,test_000175,0,background,random_background_test,chr22,13686272,13686472,test
176,7.998642,2.6167448,test_000176,0,background,random_background_test,chr21,24975241,24975441,test
177,-5.3293567,-0.42890343,test_000177,1,promoter,promoter,chr21,44438821,44439021,test
178,-4.735079,-2.3817863,test_000178,1,promoter,promoter,chr19,42424849,42425049,test
179,2.917637,-2.0698993,test_000179,1,promoter,promoter,chr19,40714655,40714855,test
180,7.2712345,0.9227389,test_000180,0,background,random_background_test,chr22,34690386,34690586,test
181,6.8065915,-0.15511334,test_000181,0,background,random_background_test,chr19,46039685,46039885,test
182,8.981497,4.880333,test_000182,0,background,random_background_test,chr20,14362844,14363044,test
183,5.584222,6.661913,test_000183,0,background,random_background_test,chr21,33448581,33448781,test
184,0.2621098,-0.47727725,test_000184,1,promoter,promoter,chr19,48755946,48756146,test
185,7.655405,0.87627923,test_000185,0,background,random_background_test,chr22,35815984,35816184,test
186,5.900564,-2.1169226,test_000186,0,background,random_background_test,chr22,32363047,32363247,test
187,-4.733242,-1.1742686,test_000187,1,promoter,promoter,chr21,33324298,33324498,test
188,-3.37621,-2.4355288,test_000188,1,promoter,promoter,chr22,22895321,22895521,test
189,-10.804873,4.447167,test_000189,1,promoter,promoter,chr21,45074435,45074635,test
190,1.432161,-3.0803113,test_000190,1,promoter,promoter,chr19,29841776,29841976,test
191,-9.330644,2.1850855,test_000191,1,promoter,promoter,chr19,8610690,8610890,test
192,2.7993908,-2.6624463,test_000192,1,promoter,promoter,chr19,46040865,46041065,test
193,8.474523,5.1803374,test_000193,0,background,random_background_test,chr20,1059380,1059580,test
194,-10.507226,3.6111202,test_000194,1,promoter,promoter,chr19,14979402,14979602,test
195,-1.7984945,-3.5535028,test_000195,0,background,random_background_test,chr19,325885,326085,test
196,-5.0935025,2.0892973,test_000196,1,promoter,promoter,chr19,2291815,2292015,test
197,-1.8240727,-3.2155132,test_000197,0,background,random_background_test,chr20,47725774,47725974,test
198,4.512333,9.131242,test_000198,0,background,random_background_test,chr21,15442391,15442591,test
199,7.811361,0.617047,test_000199,0,background,random_background_test,chr22,42203966,42204166,test
200,1.7967315,-3.064188,test_000200,0,background,random_background_test,chr20,7470777,7470977,test
201,7.6110067,1.85059,test_000201,0,background,random_background_test,chr21,31716869,31717069,test
202,4.5667043,-1.6617658,test_000202,0,background,random_background_test,chr20,38197296,38197496,test
203,9.84463,3.9991105,test_000203,0,background,random_background_test,chr21,16831580,16831780,test
204,6.3081756,4.787844,test_000204,0,background,random_background_test,chr21,30204123,30204323,test
205,5.285066,8.496609,test_000205,0,background,random_background_test,chr20,36949534,36949734,test
206,2.672423,-2.205783,test_000206,0,background,random_background_test,chr20,21802250,21802450,test
207,1.5612136,-2.3762264,test_000207,0,background,random_background_test,chr21,35520432,35520632,test
208,0.42682388,-2.1765585,test_000208,1,promoter,promoter,chr20,50958689,50958889,test
209,-9.333341,2.9381719,test_000209,1,promoter,promoter,chr19,55385735,55385935,test
210,2.6741414,-3.566144,test_000210,1,promoter,promoter,chr20,3808144,3808344,test
211,7.9146647,0.4009772,test_000211,0,background,random_background_test,chr21,40986830,40987030,test
212,2.0221512,-3.2170653,test_000212,0,background,random_background_test,chr20,49452026,49452226,test
213,5.1039195,-1.2876099,test_000213,0,background,random_background_test,chr20,35188910,35189110,test
214,1.2496111,-2.1976156,test_000214,0,background,random_background_test,chr22,18509695,18509895,test
215,6.128619,8.322975,test_000215,0,background,random_background_test,chr19,53623330,53623530,test
216,-3.5013773,1.2086046,test_000216,1,promoter,promoter,chr19,9538562,9538762,test
217,6.298007,1.0901148,test_000217,0,background,random_background_test,chr22,40166975,40167175,test
218,9.688399,5.432404,test_000218,0,background,random_background_test,chr19,21732580,21732780,test
219,9.389736,1.8047725,test_000219,0,background,random_background_test,chr19,27940020,27940220,test
220,2.5770004,0.42203182,test_000220,0,background,random_background_test,chr19,47089291,47089491,test
221,1.9751258,-1.0448902,test_000221,0,background,random_background_test,chr19,19314575,19314775,test
222,5.732122,-1.5752265,test_000222,0,background,random_background_test,chr21,24209806,24210006,test
223,-7.996656,1.0063444,test_000223,1,promoter,promoter,chr20,44909892,44910092,test
224,-5.7197504,0.7017126,test_000224,1,promoter,promoter,chr19,36797639,36797839,test
225,-8.409255,1.805559,test_000225,1,promoter,promoter,chr20,46406635,46406835,test
226,3.4660408,6.777378,test_000226,0,background,random_background_test,chr20,44547914,44548114,test
227,1.2207011,-3.3415756,test_000227,0,background,random_background_test,chr20,30327290,30327490,test
228,6.496177,-0.66656345,test_000228,0,background,random_background_test,chr20,10737979,10738179,test
229,-8.751551,2.4077594,test_000229,1,promoter,promoter,chr22,20507435,20507635,test
230,-7.45119,2.2574484,test_000230,1,promoter,promoter,chr22,32203373,32203573,test
231,4.037219,-2.2443898,test_000231,0,background,random_background_test,chr22,25840837,25841037,test
232,-8.132255,1.6883852,test_000232,1,promoter,promoter,chr19,16197712,16197912,test
233,5.503488,-1.1479682,test_000233,0,background,random_background_test,chr21,8607989,8608189,test
234,-1.6721227,-3.0950127,test_000234,1,promoter,promoter,chr22,17266628,17266828,test
235,4.2293205,-1.0397866,test_000235,0,background,random_background_test,chr19,23282857,23283057,test
236,4.6245704,1.7946877,test_000236,0,background,random_background_test,chr20,27753817,27754017,test
237,2.7075024,-0.8401933,test_000237,0,background,random_background_test,chr19,16937058,16937258,test
238,-9.41272,2.4725986,test_000238,1,promoter,promoter,chr19,1753411,1753611,test
239,5.1215396,0.113149025,test_000239,0,background,random_background_test,chr21,42334504,42334704,test
240,4.9385395,1.7790244,test_000240,0,background,random_background_test,chr19,35070397,35070597,test
241,-1.0765109,-1.0802709,test_000241,1,promoter,promoter,chr22,44625487,44625687,test
242,9.933412,4.4456267,test_000242,0,background,random_background_test,chr22,10940204,10940404,test
243,3.0353467,2.621186,test_000243,0,background,random_background_test,chr19,26756622,26756822,test
244,6.0583835,0.7613057,test_000244,0,background,random_background_test,chr21,9000908,9001108,test
245,5.2343245,6.748987,test_000245,0,background,random_background_test,chr21,44214418,44214618,test
246,-0.59031135,-2.1965094,test_000246,0,background,random_background_test,chr22,29677417,29677617,test
247,0.5560298,-2.798759,test_000247,1,promoter,promoter,chr20,57691814,57692014,test
248,-9.575052,2.663741,test_000248,1,promoter,promoter,chr19,47608078,47608278,test
249,4.7295117,-0.23270927,test_000249,0,background,random_background_test,chr22,13368148,13368348,test
250,3.8080335,3.5282838,test_000250,0,background,random_background_test,chr22,46196991,46197191,test
251,-1.5924401,-3.2141776,test_000251,0,background,random_background_test,chr22,42531514,42531714,test
252,2.7507026,-2.5831707,test_000252,0,background,random_background_test,chr21,42964955,42965155,test
253,-4.2178407,-2.1164372,test_000253,0,background,random_background_test,chr20,62175829,62176029,test
254,-1.0628381,-3.2271068,test_000254,1,promoter,promoter,chr19,44718420,44718620,test
255,8.105144,2.983304,test_000255,0,background,random_background_test,chr20,12148748,12148948,test
256,0.9449723,-3.6813695,test_000256,1,promoter,promoter,chr22,20206251,20206451,test
257,-7.929214,1.467649,test_000257,1,promoter,promoter,chr19,19170230,19170430,test
258,-2.4272075,-2.337718,test_000258,1,promoter,promoter,chr19,28883622,28883822,test
259,-0.435048,-3.822311,test_000259,1,promoter,promoter,chr20,44476000,44476200,test
260,7.028964,1.2296249,test_000260,0,background,random_background_test,chr22,45795090,45795290,test
261,-2.4277682,-1.7875385,test_000261,1,promoter,promoter,chr20,46901728,46901928,test
262,-3.0716753,-1.9857442,test_000262,1,promoter,promoter,chr22,49575490,49575690,test
263,-6.814453,-0.19879232,test_000263,0,background,random_background_test,chr19,9914497,9914697,test
264,1.2382807,-2.9654953,test_000264,0,background,random_background_test,chr19,53150139,53150339,test
265,-10.140422,3.6463451,test_000265,1,promoter,promoter,chr20,62238617,62238817,test
266,2.6898556,-3.5351334,test_000266,1,promoter,promoter,chr21,39657137,39657337,test
267,6.9348454,2.7341712,test_000267,0,background,random_background_test,chr20,55825676,55825876,test
268,5.3440504,1.4195882,test_000268,0,background,random_background_test,chr22,32306453,32306653,test
269,1.8306566,-1.1668067,test_000269,1,promoter,promoter,chr22,19479403,19479603,test
270,3.313759,-2.0273724,test_000270,0,background,random_background_test,chr21,31700940,31701140,test
271,-6.8471403,-0.24265829,test_000271,1,promoter,promoter,chr19,35031085,35031285,test
272,-0.8670674,-1.3947709,test_000272,0,background,random_background_test,chr20,61042851,61043051,test
273,1.9785547,-3.5030198,test_000273,1,promoter,promoter,chr22,23754343,23754543,test
274,2.994553,-1.4729985,test_000274,1,promoter,promoter,chr19,11528575,11528775,test
275,3.4215398,-2.074228,test_000275,1,promoter,promoter,chr21,35049172,35049372,test
276,3.8802943,-1.9812827,test_000276,1,promoter,promoter,chr21,46320886,46321086,test
277,-0.35927114,7.659872,test_000277,1,promoter,promoter,chr21,39379493,39379693,test
278,7.8254933,2.6499329,test_000278,0,background,random_background_test,chr20,42563156,42563356,test
279,2.253402,6.7891474,test_000279,0,background,random_background_test,chr22,19165446,19165646,test
280,-9.916442,2.7516503,test_000280,1,promoter,promoter,chr19,925889,926089,test
281,9.544326,2.7467701,test_000281,0,background,random_background_test,chr21,21667120,21667320,test
282,3.6721096,5.176579,test_000282,0,background,random_background_test,chr20,5745035,5745235,test
283,6.3865848,-1.0145689,test_000283,0,background,random_background_test,chr22,29289307,29289507,test
284,-9.616352,2.8155522,test_000284,1,promoter,promoter,chr20,3889422,3889622,test
285,3.664753,6.492539,test_000285,0,background,random_background_test,chr19,19191115,19191315,test
286,-2.6009603,-1.462413,test_000286,1,promoter,promoter,chr20,62735391,62735591,test
287,-5.71776,-1.0214788,test_000287,1,promoter,promoter,chr20,50172391,50172591,test
288,1.4561564,-3.5237315,test_000288,1,promoter,promoter,chr20,2656174,2656374,test
289,1.5177686,4.2093916,test_000289,0,background,random_background_test,chr22,34399854,34400054,test
290,5.0265946,-0.03764771,test_000290,0,background,random_background_test,chr20,28094530,28094730,test
291,3.5730422,5.872178,test_000291,0,background,random_background_test,chr20,37087227,37087427,test
292,-8.532233,2.4160104,test_000292,1,promoter,promoter,chr19,52734994,52735194,test
293,1.4808861,-1.4001827,test_000293,1,promoter,promoter,chr22,40533773,40533973,test
294,0.8814078,-2.5349538,test_000294,0,background,random_background_test,chr19,16413828,16414028,test
295,-5.261832,-0.75162584,test_000295,1,promoter,promoter,chr22,20204914,20205114,test
296,7.438942,1.4442649,test_000296,0,background,random_background_test,chr19,44426429,44426629,test
297,-3.3017478,-2.1271367,test_000297,1,promoter,promoter,chr20,25226486,25226686,test
298,9.587962,4.2016373,test_000298,0,background,random_background_test,chr21,27487518,27487718,test
299,5.6874604,-2.3003604,test_000299,0,background,random_background_test,chr21,36682458,36682658,test
300,3.2893069,-2.208478,test_000300,0,background,random_background_test,chr22,32347541,32347741,test
301,-2.3471694,-2.9328701,test_000301,1,promoter,promoter,chr20,32779650,32779850,test
302,0.18895216,-2.7616415,test_000302,0,background,random_background_test,chr21,33847679,33847879,test
303,4.5862308,-0.21730733,test_000303,0,background,random_background_test,chr22,22277400,22277600,test
304,5.367012,1.0326955,test_000304,0,background,random_background_test,chr21,11340509,11340709,test
305,-6.386333,-0.4580667,test_000305,1,promoter,promoter,chr20,45306686,45306886,test
306,-0.25857922,-3.0958023,test_000306,1,promoter,promoter,chr21,43924782,43924982,test
307,1.053361,-2.9296176,test_000307,1,promoter,promoter,chr20,36051452,36051652,test
308,7.5721574,1.3779033,test_000308,0,background,random_background_test,chr20,22220507,22220707,test
309,2.8489816,-1.359402,test_000309,1,promoter,promoter,chr21,32849924,32850124,test
310,-6.155532,-0.0905441,test_000310,1,promoter,promoter,chr19,6393121,6393321,test
311,-5.005621,-0.68876636,test_000311,1,promoter,promoter,chr22,29553394,29553594,test
312,8.926674,3.684747,test_000312,0,background,random_background_test,chr20,4373843,4374043,test
313,3.3851967,-3.3656766,test_000313,1,promoter,promoter,chr19,51751795,51751995,test
314,2.384838,-1.7189822,test_000314,0,background,random_background_test,chr21,33988732,33988932,test
315,-5.9876995,-0.9113892,test_000315,1,promoter,promoter,chr22,36775958,36776158,test
316,5.719628,0.42151862,test_000316,0,background,random_background_test,chr21,30902739,30902939,test
317,4.560674,0.17504185,test_000317,0,background,random_background_test,chr20,48633907,48634107,test
318,5.3103433,-1.0368505,test_000318,0,background,random_background_test,chr20,39722356,39722556,test
319,-9.593689,3.4073625,test_000319,1,promoter,promoter,chr20,21125850,21126050,test
320,8.83144,4.49068,test_000320,0,background,random_background_test,chr20,11201590,11201790,test
