embedding_index,pc1,pc2,id,label,label_name,source,chrom,start,end,split
52,4.5338283,0.2519127,test_000052,0,background,random_background_test,chr20,7199286,7199586,test
53,8.311257,2.8163626,test_000053,0,background,random_background_test,chr19,19957079,19957379,test
54,-9.1589985,2.3283112,test_000054,1,promoter,promoter,chr20,47785351,47785651,test
55,-3.3436635,-0.4706736,test_000055,1,promoter,promoter,chr20,63009122,63009422,test
56,-0.49677446,-0.7559082,test_000056,1,promoter,promoter,chr21,32021551,32021851,test
57,4.34681,0.35486,test_000057,0,background,random_background_test,chr19,22870508,22870808,test
58,-1.1993883,-0.7157433,test_000058,1,promoter,promoter,chr20,46901678,46901978,test
59,5.0964313,0.5031908,test_000059,0,background,random_background_test,chr20,25740570,25740870,test
60,2.1588583,-0.3913876,test_000060,1,promoter,promoter,chr20,43450917,43451217,test
61,-2.5354786,-0.5955742,test_000061,1,promoter,promoter,chr22,42130507,42130807,test
62,-4.403399,-0.15164995,test_000062,1,promoter,promoter,chr19,46601915,46602215,test
63,5.2815366,0.67849827,test_000063,0,background,random_background_test,chr20,41061499,41061799,test
64,3.826613,0.09287689,test_000064,0,background,random_background_test,chr22,32404652,32404952,test
65,0.66244614,-0.69567835,test_000065,1,promoter,promoter,chr22,24005489,24005789,test
66,-8.02126,1.5421484,test_000066,1,promoter,promoter,chr21,36135123,36135423,test
67,-1.5362045,-0.77652866,test_000067,1,promoter,promoter,chr19,42937031,42937331,test
68,1.7243078,-0.56311935,test_000068,1,promoter,promoter,chr20,44209776,44210076,test
69,-3.1790116,-0.4957603,test_000069,1,promoter,promoter,chr19,35628782,35629082,test
70,0.16329584,-0.69546163,test_000070,0,background,random_background_test,chr19,7031672,7031972,test
71,-0.86993927,-0.78527504,test_000071,1,promoter,promoter,chr20,32581763,32582063,test
72,-1.6771344,-0.69476825,test_000072,1,promoter,promoter,chr21,43924732,43925032,test
73,-3.2943523,-0.53345835,test_000073,1,promoter,promoter,chr21,16588478,16588778,test
74,4.6607866,0.39029536,test_000074,0,background,random_background_test,chr21,24618873,24619173,test
75,9.410154,3.9364429,test_000075,0,background,random_background_test,chr22,18730697,18730997,test
76,-0.72427106,-0.56608397,test_000076,1,promoter,promoter,chr20,10435032,10435332,test
77,-4.7817717,-0.11550636,test_000077,1,promoter,promoter,chr19,53909095,53909395,test
78,4.2184176,0.18830368,test_000078,0,background,random_background_test,chr20,39172396,39172696,test
79,5.108618,0.5690941,test_000079,0,background,random_background_test,chr20,36285147,36285447,test
80,7.3368835,1.9290103,test_000080,0,background,random_background_test,chr21,18624908,18625208,test
81,0.9683867,-0.5836754,test_000081,0,background,random_background_test,chr19,55939911,55940211,test
82,2.1259377,-0.5091316,test_000082,0,background,random_background_test,chr19,43818140,43818440,test
83,-4.2675166,-0.1843908,test_000083,1,promoter,promoter,chr19,13116315,13116615,test
84,-6.258964,0.49154866,test_000084,1,promoter,promoter,chr19,49877814,49878114,test
85,-1.692714,-0.6699987,test_000085,1,promoter,promoter,chr19,53521327,53521627,test
86,2.9035378,-0.3044075,test_000086,0,background,random_background_test,chr19,47908444,47908744,test
87,1.4131752,-0.4977152,test_000087,0,background,random_background_test,chr19,30073410,30073710,test
88,4.5798345,0.27210802,test_000088,0,background,random_background_test,chr19,42659230,42659530,test
89,-8.129721,1.5187118,test_000089,1,promoter,promoter,chr20,17226737,17227037,test
90,4.9334517,0.5674487,test_000090,0,background,random_background_test,chr19,6951947,6952247,test
91,3.9356596,0.19611171,test_000091,0,background,random_background_test,chr20,56837273,56837573,test
92,-3.7559264,-0.34331298,test_000092,1,promoter,promoter,chr22,32203323,32203623,test
93,4.737923,0.37259373,test_000093,0,background,random_background_test,chr20,48240898,48241198,test
94,0.42859957,-0.7167574,test_000094,0,background,random_background_test,chr22,13749867,13750167,test
95,-3.319164,-0.45987192,test_000095,1,promoter,promoter,chr19,1377400,1377700,test
96,1.4517901,-0.48564997,test_000096,0,background,random_background_test,chr19,46930899,46931199,test
97,-4.990565,0.006700826,test_000097,1,promoter,promoter,chr19,51271134,51271434,test
98,5.3626013,0.744727,test_000098,0,background,random_background_test,chr19,37233600,37233900,test
99,-7.414708,1.1300929,test_000099,1,promoter,promoter,chr19,18612728,18613028,test
100,-4.184527,-0.24794391,test_000100,1,promoter,promoter,chr19,51594594,51594894,test
101,5.050677,0.5643481,test_000101,0,background,random_background_test,chr20,9463934,9464234,test
102,-7.287226,1.0262952,test_000102,1,promoter,promoter,chr19,45001199,45001499,test
103,3.8969955,0.06126446,test_000103,0,background,random_background_test,chr19,8674114,8674414,test
104,2.5558968,-0.35988724,test_000104,0,background,random_background_test,chr20,18757112,18757412,test
105,-7.958247,1.4195942,test_000105,1,promoter,promoter,chr20,62238567,62238867,test
106,-3.0382855,-0.42623037,test_000106,1,promoter,promoter,chr19,10551969,10552269,test
107,2.4573164,-0.44454148,test_000107,0,background,random_background_test,chr20,2139618,2139918,test
108,2.9470875,-0.21168593,test_000108,0,background,random_background_test,chr21,36693879,36694179,test
109,1.3234485,-0.5831157,test_000109,1,promoter,promoter,chr19,32972316,32972616,test
110,2.8265653,-0.32109672,test_000110,0,background,random_background_test,chr22,48760239,48760539,test
111,-6.015677,0.36526096,test_000111,1,promoter,promoter,chr19,8445011,8445311,test
112,1.3404272,-0.42737573,test_000112,0,background,random_background_test,chr20,60110441,60110741,test
113,3.146074,-0.13792288,test_000113,0,background,random_background_test,chr20,11194325,11194625,test
114,5.554167,0.70581126,test_000114,0,background,random_background_test,chr22,24127758,24128058,test
115,-3.0517547,-0.56326973,test_000115,1,promoter,promoter,chr19,56368027,56368327,test
116,6.652198,1.4564065,test_000116,1,promoter,promoter,chr19,8389371,8389671,test
117,2.4064267,-0.3691375,test_000117,0,background,random_background_test,chr19,26265366,26265666,test
118,4.562795,0.45694745,test_000118,0,background,random_background_test,chr22,11800489,11800789,test
119,-6.7098413,0.7745447,test_000119,1,promoter,promoter,chr20,63894819,63895119,test
120,4.7708054,0.547653,test_000120,0,background,random_background_test,chr22,16847879,16848179,test
121,5.186471,0.5206658,test_000121,0,background,random_background_test,chr20,4342081,4342381,test
122,2.9083147,-0.19984055,test_000122,0,background,random_background_test,chr22,13665884,13666184,test
123,7.769185,2.3085754,test_000123,0,background,random_background_test,chr20,7302770,7303070,test
124,-2.076603,-0.73350686,test_000124,1,promoter,promoter,chr19,45468115,45468415,test
125,3.750045,-0.012181965,test_000125,0,background,random_background_test,chr22,40052624,40052924,test
126,0.020931423,-0.6912222,test_000126,1,promoter,promoter,chr19,49474530,49474830,test
127,-0.38707685,-0.76801324,test_000127,0,background,random_background_test,chr20,62444932,62445232,test
128,-1.133671,-0.6900252,test_000128,0,background,random_background_test,chr22,48185098,48185398,test
129,-4.786466,-0.16657963,test_000129,1,promoter,promoter,chr19,14380908,14381208,test
130,3.68945,0.0015845534,test_000130,0,background,random_background_test,chr20,31649335,31649635,test
131,-6.3753953,0.5593412,test_000131,1,promoter,promoter,chr20,57266560,57266860,test
132,-4.406936,-0.15352464,test_000132,1,promoter,promoter,chr19,29715370,29715670,test
133,3.6097546,-0.05610319,test_000133,0,background,random_background_test,chr20,38185632,38185932,test
134,0.098589756,-0.70323795,test_000134,1,promoter,promoter,chr19,54242740,54243040,test
135,-1.3911812,-0.71603584,test_000135,1,promoter,promoter,chr21,10413377,10413677,test
136,-4.427993,-0.22489019,test_000136,1,promoter,promoter,chr19,35154537,35154837,test
137,5.938118,1.2106274,test_000137,0,background,random_background_test,chr20,45132976,45133276,test
138,2.22617,-0.4584727,test_000138,0,background,random_background_test,chr20,34583975,34584275,test
139,-9.224002,2.293998,test_000139,1,promoter,promoter,chr20,62220188,62220488,test
140,-1.9526664,-0.73533446,test_000140,1,promoter,promoter,chr19,53521010,53521310,test
141,-2.0853517,-0.6336254,test_000141,1,promoter,promoter,chr19,40403809,40404109,test
142,2.1886756,-0.4125861,test_000142,0,background,random_background_test,chr19,53150139,53150439,test
143,-5.693241,0.23143645,test_000143,1,promoter,promoter,chr19,14518195,14518495,test
144,1.3455179,-0.49109554,test_000144,0,background,random_background_test,chr20,3264204,3264504,test
145,-3.1117089,-0.35329944,test_000145,1,promoter,promoter,chr21,28992528,28992828,test
146,-2.0820777,-0.7239236,test_000146,1,promoter,promoter,chr19,4910374,4910674,test
147,-3.0837433,-0.48625708,test_000147,1,promoter,promoter,chr19,18735415,18735715,test
148,3.0690258,-0.08550592,test_000148,0,background,random_background_test,chr20,15289469,15289769,test
149,0.39167646,-0.77908474,test_000149,0,background,random_background_test,chr22,24425964,24426264,test
150,-3.3147109,-0.5391567,test_000150,1,promoter,promoter,chr22,44625101,44625401,test
151,3.0578356,-0.2560135,test_000151,0,background,random_background_test,chr19,29027380,29027680,test
152,1.353589,-0.56236756,test_000152,0,background,random_background_test,chr19,4069196,4069496,test
153,-5.051352,-0.034677103,test_000153,1,promoter,promoter,chr19,8444731,8445031,test
154,-2.7978342,-0.6591821,test_000154,1,promoter,promoter,chr19,35248532,35248832,test
155,-6.0749154,0.50366455,test_000155,1,promoter,promoter,chr20,1118405,1118705,test
156,2.0131295,-0.5226933,test_000156,0,background,random_background_test,chr22,33389316,33389616,test
157,-2.6177096,-0.65188855,test_000157,1,promoter,promoter,chr19,43269386,43269686,test
158,5.519847,0.7337157,test_000158,0,background,random_background_test,chr21,11711448,11711748,test
159,4.7437577,0.3420793,test_000159,0,background,random_background_test,chr21,5314037,5314337,test
160,-4.527271,-0.15657824,test_000160,1,promoter,promoter,chr19,1275748,1276048,test
161,3.172186,-0.19939382,test_000161,0,background,random_background_test,chr21,21368733,21369033,test
162,3.2220912,-0.1494677,test_000162,1,promoter,promoter,chr19,40991126,40991426,test
163,-0.23699328,-0.6397884,test_000163,0,background,random_background_test,chr19,50794186,50794486,test
164,-7.9894156,1.4456526,test_000164,1,promoter,promoter,chr19,45340558,45340858,test
165,-0.47420928,-0.7318132,test_000165,1,promoter,promoter,chr19,13836034,13836334,test
166,-5.384313,0.08926635,test_000166,1,promoter,promoter,chr20,2470456,2470756,test
167,0.9987515,-0.60255754,test_000167,0,background,random_background_test,chr20,30327290,30327590,test
168,3.0428598,-0.2009073,test_000168,0,background,random_background_test,chr19,25874033,25874333,test
169,0.1495978,-0.67477554,test_000169,0,background,random_background_test,chr21,6022575,6022875,test
170,1.5125949,-0.5499633,test_000170,0,background,random_background_test,chr19,40670425,40670725,test
171,3.810937,0.07590944,test_000171,0,background,random_background_test,chr19,37969393,37969693,test
172,4.600708,0.39245614,test_000172,0,background,random_background_test,chr22,43353262,43353562,test
173,0.22495504,-0.77487165,test_000173,0,background,random_background_test,chr20,2095374,2095674,test
174,-0.25787833,-0.6934201,test_000174,0,background,random_background_test,chr22,45101055,45101355,test
175,5.0486712,0.7107624,test_000175,0,background,random_background_test,chr20,32117008,32117308,test
176,-0.32167777,-0.7577456,test_000176,1,promoter,promoter,chr19,41531150,41531450,test
177,-8.385921,1.7260672,test_000177,1,promoter,promoter,chr20,49713795,49714095,test
178,-0.32809064,-0.69573873,test_000178,1,promoter,promoter,chr21,16011290,16011590,test
179,6.7981076,1.745058,test_000179,0,background,random_background_test,chr19,6880485,6880785,test
180,0.08638396,-0.7944466,test_000180,1,promoter,promoter,chr21,37365628,37365928,test
181,6.6195626,1.335518,test_000181,0,background,random_background_test,chr19,23544880,23545180,test
182,-1.3844552,-0.5734773,test_000182,0,background,random_background_test,chr21,43300235,43300535,test
183,4.669229,0.50521976,test_000183,0,background,random_background_test,chr22,45956761,45957061,test
184,-2.4677145,-0.6165606,test_000184,0,background,random_background_test,chr22,35318850,35319150,test
185,5.5109816,0.8510325,test_000185,0,background,random_background_test,chr22,31052338,31052638,test
186,0.21620682,-0.74596953,test_000186,1,promoter,promoter,chr22,39900911,39901211,test
187,2.6999166,-0.2608756,test_000187,0,background,random_background_test,chr22,15436366,15436666,test
188,-0.44148016,-0.8146447,test_000188,0,background,random_background_test,chr21,16060673,16060973,test
189,-5.75983,0.27734724,test_000189,1,promoter,promoter,chr21,34614361,34614661,test
190,-3.9247336,-0.34408882,test_000190,1,promoter,promoter,chr20,49915391,49915691,test
191,-2.2563965,-0.6549869,test_000191,1,promoter,promoter,chr20,45408053,45408353,test
192,0.42624217,-0.71131474,test_000192,0,background,random_background_test,chr20,47817943,47818243,test
193,1.6246905,-0.304995,test_000193,1,promoter,promoter,chr20,15985898,15986198,test
194,-6.5482993,0.7128537,test_000194,1,promoter,promoter,chr19,32971955,32972255,test
195,4.089682,0.093558505,test_000195,0,background,random_background_test,chr22,29289307,29289607,test
196,-6.946452,0.82253546,test_000196,1,promoter,promoter,chr22,37519331,37519631,test
197,-5.277414,0.064495355,test_000197,1,promoter,promoter,chr20,13638872,13639172,test
198,-7.0440655,0.9335119,test_000198,1,promoter,promoter,chr19,56567368,56567668,test
199,3.6025684,0.1277844,test_000199,0,background,random_background_test,chr22,18762881,18763181,test
200,-5.3801026,0.13559976,test_000200,1,promoter,promoter,chr20,25407498,25407798,test
201,-4.580354,-0.14418724,test_000201,1,promoter,promoter,chr19,38256510,38256810,test
202,5.856595,0.85791683,test_000202,0,background,random_background_test,chr22,36957198,36957498,test
203,0.6482698,-0.72943056,test_000203,1,promoter,promoter,chr19,39441349,39441649,test
204,4.5279965,0.36965433,test_000204,1,promoter,promoter,chr20,10431591,10431891,test
205,-0.017115138,-0.61342216,test_000205,0,background,random_background_test,chr19,47998386,47998686,test
206,2.6005986,-0.30749643,test_000206,0,background,random_background_test,chr19,37739509,37739809,test
207,0.5373092,-0.7259521,test_000207,0,background,random_background_test,chr21,41208881,41209181,test
208,-3.0317943,-0.5781812,test_000208,1,promoter,promoter,chr19,23914949,23915249,test
209,0.49268118,-0.6864818,test_000209,0,background,random_background_test,chr20,26554752,26555052,test
210,-2.7759047,-0.6101728,test_000210,1,promoter,promoter,chr19,3029455,3029755,test
211,0.3189163,-0.7115728,test_000211,1,promoter,promoter,chr22,37967565,37967865,test
212,-3.8890707,-0.38465017,test_000212,1,promoter,promoter,chr22,41946372,41946672,test
213,-0.65553296,-0.68141776,test_000213,1,promoter,promoter,chr19,19740837,19741137,test
214,-7.0357704,0.848219,test_000214,1,promoter,promoter,chr20,63553926,63554226,test
215,2.7802207,-0.3029457,test_000215,1,promoter,promoter,chr19,37507932,37508232,test
216,4.903023,0.5253802,test_000216,0,background,random_background_test,chr21,24632278,24632578,test
217,1.681046,-0.5323899,test_000217,0,background,random_background_test,chr21,11513771,11514071,test
218,1.4517332,-0.5911908,test_000218,0,background,random_background_test,chr19,39293922,39294222,test
219,-2.9155698,-0.57225955,test_000219,1,promoter,promoter,chr19,49512496,49512796,test
220,1.9781916,-0.48950812,test_000220,1,promoter,promoter,chr22,33657172,33657472,test
221,-3.4643445,-0.43891594,test_000221,1,promoter,promoter,chr19,9362902,9363202,test
222,-1.5290755,-0.7105758,test_000222,1,promoter,promoter,chr22,36862886,36863186,test
223,-4.6141734,-0.1272517,test_000223,1,promoter,promoter,chr19,35756924,35757224,test
224,1.5662036,-0.59417415,test_000224,0,background,random_background_test,chr20,56922008,56922308,test
225,2.8444695,-0.21219751,test_000225,1,promoter,promoter,chr19,54199839,54200139,test
226,0.010103049,-0.6233981,test_000226,0,background,random_background_test,chr20,33780274,33780574,test
227,-5.0004454,-0.03348332,test_000227,1,promoter,promoter,chr22,41286221,41286521,test
228,-1.4806536,-0.734246,test_000228,1,promoter,promoter,chr19,18441387,18441687,test
229,5.273555,0.65487903,test_000229,0,background,random_background_test,chr20,46447294,46447594,test
230,-3.0638607,-0.5663609,test_000230,1,promoter,promoter,chr19,56477937,56478237,test
231,-0.17613387,-0.8013767,test_000231,0,background,random_background_test,chr20,17375627,17375927,test
232,-2.9855723,-0.6062211,test_000232,1,promoter,promoter,chr19,37334473,37334773,test
233,2.0950806,-0.48123896,test_000233,0,background,random_background_test,chr20,64329629,64329929,test
234,1.8782285,-0.45503864,test_000234,1,promoter,promoter,chr20,49280115,49280415,test
235,-0.12886703,-0.70240724,test_000235,1,promoter,promoter,chr19,54434185,54434485,test
236,3.81366,0.06269151,test_000236,0,background,random_background_test,chr19,39772984,39773284,test
237,4.7293262,0.44784337,test_000237,0,background,random_background_test,chr20,21352143,21352443,test
238,-1.8585541,-0.70675194,test_000238,0,background,random_background_test,chr21,41488116,41488416,test
239,0.8635408,-0.6810453,test_000239,1,promoter,promoter,chr21,46319172,46319472,test
240,0.25605315,-0.6825706,test_000240,1,promoter,promoter,chr19,49665748,49666048,test
241,-2.3179688,-0.6517943,test_000241,1,promoter,promoter,chr22,18110237,18110537,test
242,-0.48195398,-0.6246401,test_000242,0,background,random_background_test,chr21,5719128,5719428,test
243,2.125314,-0.4531775,test_000243,0,background,random_background_test,chr20,36401680,36401980,test
244,6.7717404,1.4798841,test_000244,0,background,random_background_test,chr22,17886586,17886886,test
245,-3.4129589,-0.35838175,test_000245,1,promoter,promoter,chr19,38385349,38385649,test
246,3.1362045,-0.2436887,test_000246,0,background,random_background_test,chr22,40512553,40512853,test
247,-4.420014,-0.2717424,test_000247,1,promoter,promoter,chr19,40466681,40466981,test
248,-0.16691087,-0.7667982,test_000248,1,promoter,promoter,chr19,13796753,13797053,test
249,-4.4575562,-0.11712247,test_000249,1,promoter,promoter,chr20,36461787,36462087,test
250,-1.2394003,-0.74247974,test_000250,1,promoter,promoter,chr20,20267757,20268057,test
251,-7.454832,1.1124377,test_000251,1,promoter,promoter,chr19,54190106,54190406,test
252,-8.785049,1.9116203,test_000252,1,promoter,promoter,chr19,41882975,41883275,test
253,-6.543487,0.7081984,test_000253,1,promoter,promoter,chr20,41028523,41028823,test
254,-8.532482,1.75712,test_000254,1,promoter,promoter,chr19,14979352,14979652,test
255,5.4567757,0.76295435,test_000255,0,background,random_background_test,chr20,53998858,53999158,test
256,0.6637497,-0.69571006,test_000256,0,background,random_background_test,chr20,40437739,40438039,test
257,3.4732518,-0.084747456,test_000257,0,background,random_background_test,chr20,34755925,34756225,test
258,-8.760481,1.9385608,test_000258,1,promoter,promoter,chr20,50191459,50191759,test
259,3.579245,-0.028045416,test_000259,0,background,random_background_test,chr20,58230420,58230720,test
260,-6.237382,0.5367784,test_000260,1,promoter,promoter,chr19,14072500,14072800,test
261,4.5943346,0.368507,test_000261,0,background,random_background_test,chr19,21025987,21026287,test
262,-5.495076,0.16866116,test_000262,1,promoter,promoter,chr21,13937289,13937589,test
263,-3.3560925,-0.480459,test_000263,1,promoter,promoter,chr20,32780332,32780632,test
264,-0.62650096,-0.8160372,test_000264,1,promoter,promoter,chr22,38110536,38110836,test
265,-9.056639,2.2471395,test_000265,1,promoter,promoter,chr19,1285769,1286069,test
266,3.5041003,-0.10938172,test_000266,0,background,random_background_test,chr20,51787704,51788004,test
267,-7.719607,1.2236923,test_000267,1,promoter,promoter,chr22,24554890,24555190,test
268,-7.6286464,1.300378,test_000268,1,promoter,promoter,chr19,32345702,32346002,test
269,-4.1256933,-0.33370596,test_000269,1,promoter,promoter,chr22,31140371,31140671,test
270,1.9730687,-0.4235108,test_000270,1,promoter,promoter,chr20,54068360,54068660,test
271,-1.353814,-0.71951437,test_000271,1,promoter,promoter,chr19,53775569,53775869,test
272,3.340191,-0.092476584,test_000272,0,background,random_background_test,chr22,29439568,29439868,test
273,-6.2399487,0.53377515,test_000273,1,promoter,promoter,chr22,42500417,42500717,test
274,1.6211784,-0.5817241,test_000274,0,background,random_background_test,chr19,22602039,22602339,test
275,5.0997634,0.7011021,test_000275,0,background,random_background_test,chr21,42334504,42334804,test
276,-2.0294824,-0.67070025,test_000276,1,promoter,promoter,chr22,50738112,50738412,test
277,5.8018813,0.8588064,test_000277,0,background,random_background_test,chr22,31580882,31581182,test
278,6.660298,1.3688071,test_000278,0,background,random_background_test,chr20,26151811,26152111,test
279,2.3959358,-0.32468385,test_000279,0,background,random_background_test,chr19,50186757,50187057,test
280,0.6572996,-0.687558,test_000280,0,background,random_background_test,chr19,19314575,19314875,test
281,-2.055819,-0.5378625,test_000281,1,promoter,promoter,chr22,21652767,21653067,test
282,-8.333172,1.6532499,test_000282,1,promoter,promoter,chr22,19291660,19291960,test
283,1.3049731,-0.70672536,test_000283,1,promoter,promoter,chr20,45546117,45546417,test
284,4.7332,0.41082644,test_000284,0,background,random_background_test,chr22,33489065,33489365,test
285,-0.88020384,-0.65663624,test_000285,1,promoter,promoter,chr19,58550323,58550623,test
286,5.1347256,0.59479415,test_000286,0,background,random_background_test,chr21,13799050,13799350,test
287,4.930505,0.48364177,test_000287,0,background,random_background_test,chr20,24356525,24356825,test
288,2.7610734,-0.29100865,test_000288,1,promoter,promoter,chr21,36466274,36466574,test
289,-3.087076,-0.43090963,test_000289,1,promoter,promoter,chr20,3796096,3796396,test
290,5.7134247,0.88199633,test_000290,0,background,random_background_test,chr20,55033005,55033305,test
291,-0.7673771,-0.68462825,test_000291,1,promoter,promoter,chr20,2656124,2656424,test
292,-2.9640794,-0.44248724,test_000292,1,promoter,promoter,chr19,22010846,22011146,test
293,5.212722,0.6546179,test_000293,0,background,random_background_test,chr21,26092267,26092567,test
294,0.7600846,-0.6772629,test_000294,1,promoter,promoter,chr19,46303320,46303620,test
295,5.2227664,0.6134996,test_000295,0,background,random_background_test,chr22,39764200,39764500,test
296,-4.02836,-0.29851708,test_000296,1,promoter,promoter,chr19,37548794,37549094,test
297,1.4685415,-0.5691902,test_000297,1,promoter,promoter,chr20,47989926,47990226,test
298,6.1609216,1.2112727,test_000298,0,background,random_background_test,chr22,25832648,25832948,test
299,2.817614,-0.3277261,test_000299,0,background,random_background_test,chr20,32217897,32218197,test
300,3.8203351,-0.015257193,test_000300,0,background,random_background_test,chr20,29130401,29130701,test
301,7.3284783,1.990266,test_000301,0,background,random_background_test,chr19,21123743,21124043,test
302,-5.692138,0.24346992,test_000302,1,promoter,promoter,chr19,55385685,55385985,test
303,-5.502374,0.1709212,test_000303,1,promoter,promoter,chr19,35031035,35031335,test
304,1.409135,-0.60674196,test_000304,1,promoter,promoter,chr19,58003200,58003500,test
305,6.4997706,1.2828014,test_000305,0,background,random_background_test,chr19,15688875,15689175,test
306,-9.022738,2.0967743,test_000306,1,promoter,promoter,chr22,20437708,20438008,test
307,0.66878825,-0.7105955,test_000307,0,background,random_background_test,chr19,43384101,43384401,test
308,3.79185,-0.019716922,test_000308,0,background,random_background_test,chr19,1187386,1187686,test
309,-6.206486,0.53847754,test_000309,1,promoter,promoter,chr20,543662,543962,test
310,3.328322,-0.14910561,test_000310,0,background,random_background_test,chr22,26112592,26112892,test
311,2.0979228,-0.34559354,test_000311,0,background,random_background_test,chr20,12755761,12756061,test
312,-0.41897944,-0.75749075,test_000312,1,promoter,promoter,chr19,42152305,42152605,test
313,4.96415,0.4941462,test_000313,0,background,random_background_test,chr19,7825570,7825870,test
314,-8.098927,1.4078047,test_000314,1,promoter,promoter,chr20,63216123,63216423,test
315,1.5475111,-0.55503076,test_000315,0,background,random_background_test,chr21,25440315,25440615,test
316,4.164832,0.118125826,test_000316,0,background,random_background_test,chr19,52531727,52532027,test
317,3.8222823,-0.028669236,test_000317,0,background,random_background_test,chr20,7437099,7437399,test
318,4.184976,0.12498601,test_000318,1,promoter,promoter,chr19,30029782,30030082,test
