embedding_index,pc1,pc2,id,label,label_name,source,chrom,start,end,split
56,7.380612,-2.8273199,test_000056,0,background,random_background_test,chr19,54722539,54722739,test
57,-7.096778,-0.7287371,test_000057,0,background,random_background_test,chr19,4400053,4400253,test
58,2.9203665,1.8455069,test_000058,1,promoter,promoter,chr22,16825403,16825603,test
59,-6.1285825,0.31899473,test_000059,1,promoter,promoter,chr19,57578908,57579108,test
60,9.20799,-3.0535965,test_000060,0,background,random_background_test,chr20,1522494,1522694,test
61,3.147933,2.101578,test_000061,1,promoter,promoter,chr20,45546167,45546367,test
62,-9.415808,-2.1131468,test_000062,1,promoter,promoter,chr20,17226787,17226987,test
63,2.294803,2.2127585,test_000063,1,promoter,promoter,chr19,51646915,51647115,test
64,-6.8984795,-0.5183015,test_000064,1,promoter,promoter,chr22,31496029,31496229,test
65,2.2309422,2.5239172,test_000065,1,promoter,promoter,chr22,39946651,39946851,test
66,-4.8525577,0.24788792,test_000066,1,promoter,promoter,chr19,37595090,37595290,test
67,-5.721504,-0.043170504,test_000067,1,promoter,promoter,chr22,29603989,29604189,test
68,3.9395885,-1.9243841,test_000068,0,background,random_background_test,chr19,4921369,4921569,test
69,5.3324533,1.4237077,test_000069,0,background,random_background_test,chr22,25642743,25642943,test
70,-8.731247,-1.6050912,test_000070,1,promoter,promoter,chr20,34558507,34558707,test
71,-8.160608,-1.0213114,test_000071,1,promoter,promoter,chr20,6122773,6122973,test
72,2.852669,1.8435408,test_000072,0,background,random_background_test,chr21,7765753,7765953,test
73,-7.8904133,-1.9292644,test_000073,1,promoter,promoter,chr22,42500467,42500667,test
74,-9.158413,-2.817164,test_000074,1,promoter,promoter,chr22,38214695,38214895,test
75,4.4612646,2.562421,test_000075,0,background,random_background_test,chr19,32016208,32016408,test
76,-1.8622332,1.9676465,test_000076,0,background,random_background_test,chr19,18931425,18931625,test
77,-9.609309,-4.364745,test_000077,1,promoter,promoter,chr19,45093033,45093233,test
78,-5.863271,1.010716,test_000078,1,promoter,promoter,chr19,21587205,21587405,test
79,1.4905609,2.738538,test_000079,1,promoter,promoter,chr22,46090826,46091026,test
80,-4.4065733,0.7122728,test_000080,0,background,random_background_test,chr22,49363841,49364041,test
81,2.117875,3.1075816,test_000081,0,background,random_background_test,chr20,61363499,61363699,test
82,-7.419418,-1.7694577,test_000082,1,promoter,promoter,chr20,38962174,38962374,test
83,5.8260946,0.89574444,test_000083,1,promoter,promoter,chr19,47663641,47663841,test
84,-4.5185914,-0.8006311,test_000084,1,promoter,promoter,chr20,45911757,45911957,test
85,0.13040559,2.477908,test_000085,1,promoter,promoter,chr19,40690057,40690257,test
86,-5.525134,0.55401653,test_000086,1,promoter,promoter,chr19,38388507,38388707,test
87,-1.9484919,2.4680192,test_000087,0,background,random_background_test,chr21,41488116,41488316,test
88,-8.255114,-0.86131775,test_000088,1,promoter,promoter,chr20,19758218,19758418,test
89,-9.061147,-2.1642237,test_000089,1,promoter,promoter,chr20,33994390,33994590,test
90,-8.637842,-0.97236216,test_000090,1,promoter,promoter,chr20,5127092,5127292,test
91,3.1792374,-1.2004321,test_000091,1,promoter,promoter,chr22,39021030,39021230,test
92,-1.3718532,1.8197922,test_000092,1,promoter,promoter,chr21,34511937,34512137,test
93,3.4283404,-2.2905226,test_000093,0,background,random_background_test,chr22,20639340,20639540,test
94,-6.926455,-0.87697196,test_000094,1,promoter,promoter,chr19,55643418,55643618,test
95,2.16131,-0.28639838,test_000095,0,background,random_background_test,chr22,32360557,32360757,test
96,-6.835757,-0.29869822,test_000096,1,promoter,promoter,chr19,13150266,13150466,test
97,2.3194337,0.95033514,test_000097,0,background,random_background_test,chr22,32900057,32900257,test
98,0.8306505,1.6194443,test_000098,0,background,random_background_test,chr19,56085560,56085760,test
99,1.0771595,3.1079066,test_000099,0,background,random_background_test,chr19,7321186,7321386,test
100,4.6680603,1.950074,test_000100,0,background,random_background_test,chr20,60237925,60238125,test
101,-1.271104,2.3623617,test_000101,1,promoter,promoter,chr19,55642190,55642390,test
102,-5.5477405,-2.0064554,test_000102,1,promoter,promoter,chr22,19447910,19448110,test
103,1.4748018,-1.7922137,test_000103,0,background,random_background_test,chr22,37158422,37158622,test
104,-2.9819481,2.1009476,test_000104,1,promoter,promoter,chr22,23579984,23580184,test
105,2.5516832,2.3428931,test_000105,0,background,random_background_test,chr19,13122254,13122454,test
106,-6.3393073,0.4335827,test_000106,1,promoter,promoter,chr20,13638922,13639122,test
107,6.1940227,0.30474532,test_000107,0,background,random_background_test,chr22,22413840,22414040,test
108,-0.06776357,3.0085444,test_000108,0,background,random_background_test,chr20,61923702,61923902,test
109,1.6648071,2.208396,test_000109,1,promoter,promoter,chr19,8608251,8608451,test
110,0.44685486,1.6468892,test_000110,0,background,random_background_test,chr22,15643544,15643744,test
111,2.376436,2.657833,test_000111,0,background,random_background_test,chr22,26154670,26154870,test
112,2.3277678,0.5827836,test_000112,0,background,random_background_test,chr21,29271517,29271717,test
113,3.9338338,1.5345529,test_000113,0,background,random_background_test,chr20,18317387,18317587,test
114,3.3555896,2.8285315,test_000114,0,background,random_background_test,chr22,16952340,16952540,test
115,-1.1374303,1.0420793,test_000115,1,promoter,promoter,chr21,41420703,41420903,test
116,-3.9230251,2.095501,test_000116,1,promoter,promoter,chr20,26251203,26251403,test
117,5.881674,1.2835784,test_000117,0,background,random_background_test,chr20,57032558,57032758,test
118,2.9723957,1.5491791,test_000118,1,promoter,promoter,chr20,49280165,49280365,test
119,1.8107018,3.0802598,test_000119,0,background,random_background_test,chr20,34078058,34078258,test
120,-2.3361645,2.6069407,test_000120,1,promoter,promoter,chr20,3712567,3712767,test
121,6.547295,-5.293226,test_000121,0,background,random_background_test,chr20,3013368,3013568,test
122,-5.0825796,-2.0171068,test_000122,1,promoter,promoter,chr19,41439874,41440074,test
123,6.30412,-6.8044925,test_000123,0,background,random_background_test,chr20,35931623,35931823,test
124,-4.7128515,0.16988263,test_000124,1,promoter,promoter,chr19,20167049,20167249,test
125,-6.5526075,-1.3004844,test_000125,1,promoter,promoter,chr19,6737611,6737811,test
126,6.861335,-0.46150014,test_000126,0,background,random_background_test,chr22,29262514,29262714,test
127,-0.30056623,2.5309455,test_000127,0,background,random_background_test,chr21,43859486,43859686,test
128,1.245824,0.7702187,test_000128,1,promoter,promoter,chr20,50171785,50171985,test
129,-8.365887,-3.213673,test_000129,1,promoter,promoter,chr19,32580979,32581179,test
130,3.6180294,1.2783393,test_000130,1,promoter,promoter,chr19,37730519,37730719,test
131,-5.8401756,-0.17964505,test_000131,1,promoter,promoter,chr20,33731792,33731992,test
132,7.1291113,-0.6087602,test_000132,0,background,random_background_test,chr21,23343430,23343630,test
133,1.0468742,2.515034,test_000133,0,background,random_background_test,chr21,42905353,42905553,test
134,3.747427,2.7114418,test_000134,0,background,random_background_test,chr19,43818140,43818340,test
135,-6.5077415,0.14853838,test_000135,1,promoter,promoter,chr20,10672745,10672945,test
136,5.51696,1.1977347,test_000136,0,background,random_background_test,chr20,7504251,7504451,test
137,4.062171,1.3832924,test_000137,0,background,random_background_test,chr21,13189404,13189604,test
138,4.227034,2.816894,test_000138,1,promoter,promoter,chr19,56317790,56317990,test
139,-7.625863,-0.91815066,test_000139,1,promoter,promoter,chr20,25407816,25408016,test
140,-7.7789106,-1.8734924,test_000140,1,promoter,promoter,chr22,32475105,32475305,test
141,1.1514906,3.9023228,test_000141,1,promoter,promoter,chr20,35490939,35491139,test
142,1.4186492,1.4063342,test_000142,0,background,random_background_test,chr20,48704068,48704268,test
143,-1.071264,0.7841204,test_000143,1,promoter,promoter,chr19,43595428,43595628,test
144,2.8954818,2.598608,test_000144,0,background,random_background_test,chr19,52130148,52130348,test
145,1.1401818,-6.365157,test_000145,0,background,random_background_test,chr22,36123691,36123891,test
146,5.310512,0.85806483,test_000146,0,background,random_background_test,chr19,22258558,22258758,test
147,1.4223574,1.9492768,test_000147,1,promoter,promoter,chr19,14070382,14070582,test
148,5.08955,1.3686012,test_000148,0,background,random_background_test,chr19,39368956,39369156,test
149,-5.502687,-0.20555681,test_000149,1,promoter,promoter,chr19,18532617,18532817,test
150,0.7218873,2.078728,test_000150,0,background,random_background_test,chr20,52932196,52932396,test
151,-0.30638164,2.289497,test_000151,1,promoter,promoter,chr20,32509748,32509948,test
152,4.0581017,2.142995,test_000152,1,promoter,promoter,chr21,31840382,31840582,test
153,2.6332235,0.9422507,test_000153,0,background,random_background_test,chr22,13551435,13551635,test
154,-5.712222,-0.6514478,test_000154,1,promoter,promoter,chr19,19733066,19733266,test
155,4.5727196,1.8853598,test_000155,1,promoter,promoter,chr19,13024286,13024486,test
156,-0.3782087,2.0497897,test_000156,0,background,random_background_test,chr19,1646751,1646951,test
157,5.5342946,-7.886341,test_000157,0,background,random_background_test,chr22,42779951,42780151,test
158,-10.112146,-3.766808,test_000158,1,promoter,promoter,chr20,49713845,49714045,test
159,4.37738,1.7481933,test_000159,0,background,random_background_test,chr19,31009560,31009760,test
160,7.310809,-0.8703824,test_000160,0,background,random_background_test,chr19,6951947,6952147,test
161,7.014189,-0.9347618,test_000161,0,background,random_background_test,chr21,28813143,28813343,test
162,0.6062859,3.2286074,test_000162,1,promoter,promoter,chr19,51693351,51693551,test
163,2.0526133,2.9898348,test_000163,0,background,random_background_test,chr20,421930,422130,test
164,0.7630512,2.614526,test_000164,1,promoter,promoter,chr20,3106670,3106870,test
165,-4.6357207,0.7261281,test_000165,1,promoter,promoter,chr19,50969463,50969663,test
166,4.9792943,0.8889027,test_000166,0,background,random_background_test,chr21,39459030,39459230,test
167,2.3708954,1.899354,test_000167,1,promoter,promoter,chr20,2814987,2815187,test
168,-1.5712672,2.2271953,test_000168,1,promoter,promoter,chr22,42130557,42130757,test
169,-8.478626,-2.851659,test_000169,1,promoter,promoter,chr21,39380221,39380421,test
170,-4.8482656,0.42726427,test_000170,1,promoter,promoter,chr21,45234411,45234611,test
171,0.83995384,2.5970469,test_000171,0,background,random_background_test,chr20,51190886,51191086,test
172,-5.64955,-0.0022422317,test_000172,1,promoter,promoter,chr22,50532422,50532622,test
173,2.8813946,0.8851002,test_000173,0,background,random_background_test,chr21,40634352,40634552,test
174,-9.5247555,-3.9964166,test_000174,1,promoter,promoter,chr20,62220238,62220438,test
175,5.00871,-1.6815217,test_000175,0,background,random_background_test,chr22,13686272,13686472,test
176,7.318671,-1.8265933,test_000176,0,background,random_background_test,chr21,24975241,24975441,test
177,-3.6588101,0.8904011,test_000177,1,promoter,promoter,chr21,44438821,44439021,test
178,-5.5981946,0.99417156,test_000178,1,promoter,promoter,chr19,42424849,42425049,test
179,4.482157,0.6366244,test_000179,1,promoter,promoter,chr19,40714655,40714855,test
180,6.362857,-1.1468974,test_000180,0,background,random_background_test,chr22,34690386,34690586,test
181,5.6754603,1.3112712,test_000181,0,background,random_background_test,chr19,46039685,46039885,test
182,7.818391,-2.8647027,test_000182,0,background,random_background_test,chr20,14362844,14363044,test
183,4.6284256,-5.438524,test_000183,0,background,random_background_test,chr21,33448581,33448781,test
184,1.3166469,0.17128988,test_000184,1,promoter,promoter,chr19,48755946,48756146,test
185,6.758535,-1.1800487,test_000185,0,background,random_background_test,chr22,35815984,35816184,test
186,4.986785,1.745201,test_000186,0,background,random_background_test,chr22,32363047,32363247,test
187,-6.4729586,-0.67578363,test_000187,1,promoter,promoter,chr21,33324298,33324498,test
188,-1.9143238,2.2246225,test_000188,1,promoter,promoter,chr22,22895321,22895521,test
189,-10.607325,-4.5019436,test_000189,1,promoter,promoter,chr21,45074435,45074635,test
190,2.619009,3.1046703,test_000190,1,promoter,promoter,chr19,29841776,29841976,test
191,-8.215257,-1.22574,test_000191,1,promoter,promoter,chr19,8610690,8610890,test
192,3.0196943,1.9490597,test_000192,1,promoter,promoter,chr19,46040865,46041065,test
193,8.005953,-3.6267161,test_000193,0,background,random_background_test,chr20,1059380,1059580,test
194,-9.984335,-2.8654819,test_000194,1,promoter,promoter,chr19,14979402,14979602,test
195,-1.8310447,3.2012124,test_000195,0,background,random_background_test,chr19,325885,326085,test
196,-5.951246,-1.9749572,test_000196,1,promoter,promoter,chr19,2291815,2292015,test
197,-4.3258743,2.0904408,test_000197,0,background,random_background_test,chr20,47725774,47725974,test
198,3.5781543,-7.6981354,test_000198,0,background,random_background_test,chr21,15442391,15442591,test
199,7.449574,-0.44657522,test_000199,0,background,random_background_test,chr22,42203966,42204166,test
200,0.9961687,2.1186328,test_000200,0,background,random_background_test,chr20,7470777,7470977,test
201,8.359092,-2.289106,test_000201,0,background,random_background_test,chr21,31716869,31717069,test
202,3.5610697,1.5657854,test_000202,0,background,random_background_test,chr20,38197296,38197496,test
203,8.416078,-2.969924,test_000203,0,background,random_background_test,chr21,16831580,16831780,test
204,7.318578,-3.8700678,test_000204,0,background,random_background_test,chr21,30204123,30204323,test
205,6.0624022,-7.7226176,test_000205,0,background,random_background_test,chr20,36949534,36949734,test
206,3.7270284,2.2596095,test_000206,0,background,random_background_test,chr20,21802250,21802450,test
207,-1.2600136,1.9444709,test_000207,0,background,random_background_test,chr21,35520432,35520632,test
208,-1.2764959,1.512992,test_000208,1,promoter,promoter,chr20,50958689,50958889,test
209,-8.81128,-2.0194027,test_000209,1,promoter,promoter,chr19,55385735,55385935,test
210,2.772014,1.4343088,test_000210,1,promoter,promoter,chr20,3808144,3808344,test
211,7.0908194,-1.4259126,test_000211,0,background,random_background_test,chr21,40986830,40987030,test
212,1.7476326,2.5506642,test_000212,0,background,random_background_test,chr20,49452026,49452226,test
213,3.6532753,2.2752721,test_000213,0,background,random_background_test,chr20,35188910,35189110,test
214,1.135885,1.9252701,test_000214,0,background,random_background_test,chr22,18509695,18509895,test
215,6.9397798,-7.0084906,test_000215,0,background,random_background_test,chr19,53623330,53623530,test
216,-6.0337515,-0.87913364,test_000216,1,promoter,promoter,chr19,9538562,9538762,test
217,5.1823564,-0.6738246,test_000217,0,background,random_background_test,chr22,40166975,40167175,test
218,9.441226,-6.2503605,test_000218,0,background,random_background_test,chr19,21732580,21732780,test
219,7.679477,-0.5962255,test_000219,0,background,random_background_test,chr19,27940020,27940220,test
220,1.2325702,-0.5551862,test_000220,0,background,random_background_test,chr19,47089291,47089491,test
221,1.4620718,2.243255,test_000221,0,background,random_background_test,chr19,19314575,19314775,test
222,4.821252,1.4759791,test_000222,0,background,random_background_test,chr21,24209806,24210006,test
223,-8.190342,-1.4007336,test_000223,1,promoter,promoter,chr20,44909892,44910092,test
224,-6.467984,-0.32480925,test_000224,1,promoter,promoter,chr19,36797639,36797839,test
225,-7.464941,-0.21189557,test_000225,1,promoter,promoter,chr20,46406635,46406835,test
226,6.2862635,-7.4154425,test_000226,0,background,random_background_test,chr20,44547914,44548114,test
227,0.5114581,3.467127,test_000227,0,background,random_background_test,chr20,30327290,30327490,test
228,5.773846,0.87939304,test_000228,0,background,random_background_test,chr20,10737979,10738179,test
229,-7.603058,-1.153108,test_000229,1,promoter,promoter,chr22,20507435,20507635,test
230,-4.4966373,-0.3489273,test_000230,1,promoter,promoter,chr22,32203373,32203573,test
231,5.1999183,1.901759,test_000231,0,background,random_background_test,chr22,25840837,25841037,test
232,-8.102257,-1.2515409,test_000232,1,promoter,promoter,chr19,16197712,16197912,test
233,6.85824,-0.06625826,test_000233,0,background,random_background_test,chr21,8607989,8608189,test
234,-2.8177238,1.6241283,test_000234,1,promoter,promoter,chr22,17266628,17266828,test
235,2.602883,2.301079,test_000235,0,background,random_background_test,chr19,23282857,23283057,test
236,3.6752553,0.11366537,test_000236,0,background,random_background_test,chr20,27753817,27754017,test
237,4.171544,0.39048886,test_000237,0,background,random_background_test,chr19,16937058,16937258,test
238,-9.531538,-3.025089,test_000238,1,promoter,promoter,chr19,1753411,1753611,test
239,4.8819585,0.8986746,test_000239,0,background,random_background_test,chr21,42334504,42334704,test
240,4.378646,-2.4036465,test_000240,0,background,random_background_test,chr19,35070397,35070597,test
241,-1.7027631,1.7466646,test_000241,1,promoter,promoter,chr22,44625487,44625687,test
242,8.734249,-5.1584487,test_000242,0,background,random_background_test,chr22,10940204,10940404,test
243,2.9394877,0.8894631,test_000243,0,background,random_background_test,chr19,26756622,26756822,test
244,6.6132903,-1.2553644,test_000244,0,background,random_background_test,chr21,9000908,9001108,test
245,6.6941795,-6.9704127,test_000245,0,background,random_background_test,chr21,44214418,44214618,test
246,0.6196724,2.0811074,test_000246,0,background,random_background_test,chr22,29677417,29677617,test
247,-1.373388,2.4219172,test_000247,1,promoter,promoter,chr20,57691814,57692014,test
248,-8.741758,-1.6363704,test_000248,1,promoter,promoter,chr19,47608078,47608278,test
249,4.158109,1.3712796,test_000249,0,background,random_background_test,chr22,13368148,13368348,test
250,4.0958004,-4.549569,test_000250,0,background,random_background_test,chr22,46196991,46197191,test
251,-1.6034253,2.4668806,test_000251,0,background,random_background_test,chr22,42531514,42531714,test
252,1.473414,1.8801844,test_000252,0,background,random_background_test,chr21,42964955,42965155,test
253,-2.8692126,2.4082336,test_000253,0,background,random_background_test,chr20,62175829,62176029,test
254,-3.280174,1.930893,test_000254,1,promoter,promoter,chr19,44718420,44718620,test
255,8.148469,-2.9105399,test_000255,0,background,random_background_test,chr20,12148748,12148948,test
256,-0.38242978,2.6871705,test_000256,1,promoter,promoter,chr22,20206251,20206451,test
257,-8.157381,-2.5376172,test_000257,1,promoter,promoter,chr19,19170230,19170430,test
258,-1.8216264,1.9495329,test_000258,1,promoter,promoter,chr19,28883622,28883822,test
259,-2.5782278,2.819897,test_000259,1,promoter,promoter,chr20,44476000,44476200,test
260,7.0940223,-0.8130089,test_000260,0,background,random_background_test,chr22,45795090,45795290,test
261,-1.3337109,2.2341537,test_000261,1,promoter,promoter,chr20,46901728,46901928,test
262,-4.0872602,0.03543871,test_000262,1,promoter,promoter,chr22,49575490,49575690,test
263,-7.121014,-0.8771869,test_000263,0,background,random_background_test,chr19,9914497,9914697,test
264,2.8558965,2.8452904,test_000264,0,background,random_background_test,chr19,53150139,53150339,test
265,-9.543573,-3.3580253,test_000265,1,promoter,promoter,chr20,62238617,62238817,test
266,3.0092158,3.1893117,test_000266,1,promoter,promoter,chr21,39657137,39657337,test
267,7.258777,-2.7010636,test_000267,0,background,random_background_test,chr20,55825676,55825876,test
268,5.0991187,0.5215308,test_000268,0,background,random_background_test,chr22,32306453,32306653,test
269,0.041663717,0.9844455,test_000269,1,promoter,promoter,chr22,19479403,19479603,test
270,3.3267236,2.3992684,test_000270,0,background,random_background_test,chr21,31700940,31701140,test
271,-6.7662277,0.18979576,test_000271,1,promoter,promoter,chr19,35031085,35031285,test
272,-1.5246842,1.3793325,test_000272,0,background,random_background_test,chr20,61042851,61043051,test
273,2.236892,2.0095172,test_000273,1,promoter,promoter,chr22,23754343,23754543,test
274,0.18292294,1.3644918,test_000274,1,promoter,promoter,chr19,11528575,11528775,test
275,2.7367373,3.00072,test_000275,1,promoter,promoter,chr21,35049172,35049372,test
276,4.8425026,1.1519359,test_000276,1,promoter,promoter,chr21,46320886,46321086,test
277,2.4269795,-7.8294377,test_000277,1,promoter,promoter,chr21,39379493,39379693,test
278,6.1311088,-2.2909198,test_000278,0,background,random_background_test,chr20,42563156,42563356,test
279,3.3502798,-7.0765285,test_000279,0,background,random_background_test,chr22,19165446,19165646,test
280,-9.486738,-2.2814152,test_000280,1,promoter,promoter,chr19,925889,926089,test
281,8.690044,-2.0033064,test_000281,0,background,random_background_test,chr21,21667120,21667320,test
282,5.323027,-6.075446,test_000282,0,background,random_background_test,chr20,5745035,5745235,test
283,5.783573,1.2889792,test_000283,0,background,random_background_test,chr22,29289307,29289507,test
284,-9.402628,-1.9392799,test_000284,1,promoter,promoter,chr20,3889422,3889622,test
285,4.414518,-5.775733,test_000285,0,background,random_background_test,chr19,19191115,19191315,test
286,-1.0426154,2.2917356,test_000286,1,promoter,promoter,chr20,62735391,62735591,test
287,-6.7753706,-0.78779554,test_000287,1,promoter,promoter,chr20,50172391,50172591,test
288,1.6150494,2.3571975,test_000288,1,promoter,promoter,chr20,2656174,2656374,test
289,2.5118303,-1.468791,test_000289,0,background,random_background_test,chr22,34399854,34400054,test
290,4.8828645,1.395092,test_000290,0,background,random_background_test,chr20,28094530,28094730,test
291,3.861811,-2.8803031,test_000291,0,background,random_background_test,chr20,37087227,37087427,test
292,-8.471561,-2.9300816,test_000292,1,promoter,promoter,chr19,52734994,52735194,test
293,1.367769,2.5163226,test_000293,1,promoter,promoter,chr22,40533773,40533973,test
294,0.89913523,2.8854938,test_000294,0,background,random_background_test,chr19,16413828,16414028,test
295,-4.820486,0.08422608,test_000295,1,promoter,promoter,chr22,20204914,20205114,test
296,5.562705,0.41179776,test_000296,0,background,random_background_test,chr19,44426429,44426629,test
297,-4.359773,0.7594396,test_000297,1,promoter,promoter,chr20,25226486,25226686,test
298,8.529604,-3.178167,test_000298,0,background,random_background_test,chr21,27487518,27487718,test
299,6.235265,1.0552827,test_000299,0,background,random_background_test,chr21,36682458,36682658,test
300,2.9956734,2.6792698,test_000300,0,background,random_background_test,chr22,32347541,32347741,test
301,-1.4325693,2.525734,test_000301,1,promoter,promoter,chr20,32779650,32779850,test
302,0.7741718,1.7862097,test_000302,0,background,random_background_test,chr21,33847679,33847879,test
303,3.5421367,1.6999911,test_000303,0,background,random_background_test,chr22,22277400,22277600,test
304,5.3445864,1.2248456,test_000304,0,background,random_background_test,chr21,11340509,11340709,test
305,-5.2091384,0.4269262,test_000305,1,promoter,promoter,chr20,45306686,45306886,test
306,-2.88728,1.7575914,test_000306,1,promoter,promoter,chr21,43924782,43924982,test
307,0.69570047,2.3631546,test_000307,1,promoter,promoter,chr20,36051452,36051652,test
308,6.784966,-0.8324945,test_000308,0,background,random_background_test,chr20,22220507,22220707,test
309,1.0408674,1.8681753,test_000309,1,promoter,promoter,chr21,32849924,32850124,test
310,-7.2175593,-2.0681584,test_000310,1,promoter,promoter,chr19,6393121,6393321,test
311,-4.2486615,1.4368752,test_000311,1,promoter,promoter,chr22,29553394,29553594,test
312,8.558474,-2.9457667,test_000312,0,background,random_background_test,chr20,4373843,4374043,test
313,2.3876395,2.7046285,test_000313,1,promoter,promoter,chr19,51751795,51751995,test
314,3.8359785,2.0960307,test_000314,0,background,random_background_test,chr21,33988732,33988932,test
315,-5.412072,0.5495916,test_000315,1,promoter,promoter,chr22,36775958,36776158,test
316,3.1394062,0.50763464,test_000316,0,background,random_background_test,chr21,30902739,30902939,test
317,4.1069627,0.06982918,test_000317,0,background,random_background_test,chr20,48633907,48634107,test
318,5.0615196,2.098747,test_000318,0,background,random_background_test,chr20,39722356,39722556,test
319,-8.674893,-2.2499435,test_000319,1,promoter,promoter,chr20,21125850,21126050,test
320,8.310171,-3.7951295,test_000320,0,background,random_background_test,chr20,11201590,11201790,test
321,0.19155818,1.6527479,test_000321,0,background,random_background_test,chr19,1959819,1960019,test
