embedding_index,id,label,label_name,source,chrom,start,end,split
47,test_000047,1,promoter,promoter,chr19,36330346,36330546,test
48,test_000048,0,background,random_background_test,chr20,53882346,53882546,test
49,test_000049,1,promoter,promoter,chr20,33489798,33489998,test
50,test_000050,1,promoter,promoter,chr19,3478845,3479045,test
51,test_000051,0,background,random_background_test,chr19,48726095,48726295,test
52,test_000052,1,promoter,promoter,chr19,18333346,18333546,test
53,test_000053,0,background,random_background_test,chr22,47385105,47385305,test
54,test_000054,1,promoter,promoter,chr19,42855627,42855827,test
55,test_000055,1,promoter,promoter,chr19,12688071,12688271,test
56,test_000056,0,background,random_background_test,chr19,54722539,54722739,test
57,test_000057,0,background,random_background_test,chr19,4400053,4400253,test
58,test_000058,1,promoter,promoter,chr22,16825403,16825603,test
59,test_000059,1,promoter,promoter,chr19,57578908,57579108,test
60,test_000060,0,background,random_background_test,chr20,1522494,1522694,test
61,test_000061,1,promoter,promoter,chr20,45546167,45546367,test
62,test_000062,1,promoter,promoter,chr20,17226787,17226987,test
63,test_000063,1,promoter,promoter,chr19,51646915,51647115,test
64,test_000064,1,promoter,promoter,chr22,31496029,31496229,test
65,test_000065,1,promoter,promoter,chr22,39946651,39946851,test
66,test_000066,1,promoter,promoter,chr19,37595090,37595290,test
67,test_000067,1,promoter,promoter,chr22,29603989,29604189,test
68,test_000068,0,background,random_background_test,chr19,4921369,4921569,test
69,test_000069,0,background,random_background_test,chr22,25642743,25642943,test
70,test_000070,1,promoter,promoter,chr20,34558507,34558707,test
71,test_000071,1,promoter,promoter,chr20,6122773,6122973,test
72,test_000072,0,background,random_background_test,chr21,7765753,7765953,test
73,test_000073,1,promoter,promoter,chr22,42500467,42500667,test
74,test_000074,1,promoter,promoter,chr22,38214695,38214895,test
75,test_000075,0,background,random_background_test,chr19,32016208,32016408,test
76,test_000076,0,background,random_background_test,chr19,18931425,18931625,test
77,test_000077,1,promoter,promoter,chr19,45093033,45093233,test
78,test_000078,1,promoter,promoter,chr19,21587205,21587405,test
79,test_000079,1,promoter,promoter,chr22,46090826,46091026,test
80,test_000080,0,background,random_background_test,chr22,49363841,49364041,test
81,test_000081,0,background,random_background_test,chr20,61363499,61363699,test
82,test_000082,1,promoter,promoter,chr20,38962174,38962374,test
83,test_000083,1,promoter,promoter,chr19,47663641,47663841,test
84,test_000084,1,promoter,promoter,chr20,45911757,45911957,test
85,test_000085,1,promoter,promoter,chr19,40690057,40690257,test
86,test_000086,1,promoter,promoter,chr19,38388507,38388707,test
87,test_000087,0,background,random_background_test,chr21,41488116,41488316,test
88,test_000088,1,promoter,promoter,chr20,19758218,19758418,test
89,test_000089,1,promoter,promoter,chr20,33994390,33994590,test
90,test_000090,1,promoter,promoter,chr20,5127092,5127292,test
91,test_000091,1,promoter,promoter,chr22,39021030,39021230,test
92,test_000092,1,promoter,promoter,chr21,34511937,34512137,test
93,test_000093,0,background,random_background_test,chr22,20639340,20639540,test
94,test_000094,1,promoter,promoter,chr19,55643418,55643618,test
95,test_000095,0,background,random_background_test,chr22,32360557,32360757,test
96,test_000096,1,promoter,promoter,chr19,13150266,13150466,test
97,test_000097,0,background,random_background_test,chr22,32900057,32900257,test
98,test_000098,0,background,random_background_test,chr19,56085560,56085760,test
99,test_000099,0,background,random_background_test,chr19,7321186,7321386,test
100,test_000100,0,background,random_background_test,chr20,60237925,60238125,test
101,test_000101,1,promoter,promoter,chr19,55642190,55642390,test
102,test_000102,1,promoter,promoter,chr22,19447910,19448110,test
103,test_000103,0,background,random_background_test,chr22,37158422,37158622,test
104,test_000104,1,promoter,promoter,chr22,23579984,23580184,test
105,test_000105,0,background,random_background_test,chr19,13122254,13122454,test
106,test_000106,1,promoter,promoter,chr20,13638922,13639122,test
107,test_000107,0,background,random_background_test,chr22,22413840,22414040,test
108,test_000108,0,background,random_background_test,chr20,61923702,61923902,test
109,test_000109,1,promoter,promoter,chr19,8608251,8608451,test
110,test_000110,0,background,random_background_test,chr22,15643544,15643744,test
111,test_000111,0,background,random_background_test,chr22,26154670,26154870,test
112,test_000112,0,background,random_background_test,chr21,29271517,29271717,test
113,test_000113,0,background,random_background_test,chr20,18317387,18317587,test
114,test_000114,0,background,random_background_test,chr22,16952340,16952540,test
115,test_000115,1,promoter,promoter,chr21,41420703,41420903,test
116,test_000116,1,promoter,promoter,chr20,26251203,26251403,test
117,test_000117,0,background,random_background_test,chr20,57032558,57032758,test
118,test_000118,1,promoter,promoter,chr20,49280165,49280365,test
119,test_000119,0,background,random_background_test,chr20,34078058,34078258,test
120,test_000120,1,promoter,promoter,chr20,3712567,3712767,test
121,test_000121,0,background,random_background_test,chr20,3013368,3013568,test
122,test_000122,1,promoter,promoter,chr19,41439874,41440074,test
123,test_000123,0,background,random_background_test,chr20,35931623,35931823,test
124,test_000124,1,promoter,promoter,chr19,20167049,20167249,test
125,test_000125,1,promoter,promoter,chr19,6737611,6737811,test
126,test_000126,0,background,random_background_test,chr22,29262514,29262714,test
127,test_000127,0,background,random_background_test,chr21,43859486,43859686,test
128,test_000128,1,promoter,promoter,chr20,50171785,50171985,test
129,test_000129,1,promoter,promoter,chr19,32580979,32581179,test
130,test_000130,1,promoter,promoter,chr19,37730519,37730719,test
131,test_000131,1,promoter,promoter,chr20,33731792,33731992,test
132,test_000132,0,background,random_background_test,chr21,23343430,23343630,test
133,test_000133,0,background,random_background_test,chr21,42905353,42905553,test
134,test_000134,0,background,random_background_test,chr19,43818140,43818340,test
135,test_000135,1,promoter,promoter,chr20,10672745,10672945,test
136,test_000136,0,background,random_background_test,chr20,7504251,7504451,test
137,test_000137,0,background,random_background_test,chr21,13189404,13189604,test
138,test_000138,1,promoter,promoter,chr19,56317790,56317990,test
139,test_000139,1,promoter,promoter,chr20,25407816,25408016,test
140,test_000140,1,promoter,promoter,chr22,32475105,32475305,test
141,test_000141,1,promoter,promoter,chr20,35490939,35491139,test
142,test_000142,0,background,random_background_test,chr20,48704068,48704268,test
143,test_000143,1,promoter,promoter,chr19,43595428,43595628,test
144,test_000144,0,background,random_background_test,chr19,52130148,52130348,test
145,test_000145,0,background,random_background_test,chr22,36123691,36123891,test
146,test_000146,0,background,random_background_test,chr19,22258558,22258758,test
147,test_000147,1,promoter,promoter,chr19,14070382,14070582,test
148,test_000148,0,background,random_background_test,chr19,39368956,39369156,test
149,test_000149,1,promoter,promoter,chr19,18532617,18532817,test
150,test_000150,0,background,random_background_test,chr20,52932196,52932396,test
151,test_000151,1,promoter,promoter,chr20,32509748,32509948,test
152,test_000152,1,promoter,promoter,chr21,31840382,31840582,test
153,test_000153,0,background,random_background_test,chr22,13551435,13551635,test
154,test_000154,1,promoter,promoter,chr19,19733066,19733266,test
155,test_000155,1,promoter,promoter,chr19,13024286,13024486,test
156,test_000156,0,background,random_background_test,chr19,1646751,1646951,test
157,test_000157,0,background,random_background_test,chr22,42779951,42780151,test
158,test_000158,1,promoter,promoter,chr20,49713845,49714045,test
159,test_000159,0,background,random_background_test,chr19,31009560,31009760,test
160,test_000160,0,background,random_background_test,chr19,6951947,6952147,test
161,test_000161,0,background,random_background_test,chr21,28813143,28813343,test
162,test_000162,1,promoter,promoter,chr19,51693351,51693551,test
163,test_000163,0,background,random_background_test,chr20,421930,422130,test
164,test_000164,1,promoter,promoter,chr20,3106670,3106870,test
165,test_000165,1,promoter,promoter,chr19,50969463,50969663,test
166,test_000166,0,background,random_background_test,chr21,39459030,39459230,test
167,test_000167,1,promoter,promoter,chr20,2814987,2815187,test
168,test_000168,1,promoter,promoter,chr22,42130557,42130757,test
169,test_000169,1,promoter,promoter,chr21,39380221,39380421,test
170,test_000170,1,promoter,promoter,chr21,45234411,45234611,test
171,test_000171,0,background,random_background_test,chr20,51190886,51191086,test
172,test_000172,1,promoter,promoter,chr22,50532422,50532622,test
173,test_000173,0,background,random_background_test,chr21,40634352,40634552,test
174,test_000174,1,promoter,promoter,chr20,62220238,62220438,test
175,test_000175,0,background,random_background_test,chr22,13686272,13686472,test
176,test_000176,0,background,random_background_test,chr21,24975241,24975441,test
177,test_000177,1,promoter,promoter,chr21,44438821,44439021,test
178,test_000178,1,promoter,promoter,chr19,42424849,42425049,test
179,test_000179,1,promoter,promoter,chr19,40714655,40714855,test
180,test_000180,0,background,random_background_test,chr22,34690386,34690586,test
181,test_000181,0,background,random_background_test,chr19,46039685,46039885,test
182,test_000182,0,background,random_background_test,chr20,14362844,14363044,test
183,test_000183,0,background,random_background_test,chr21,33448581,33448781,test
184,test_000184,1,promoter,promoter,chr19,48755946,48756146,test
185,test_000185,0,background,random_background_test,chr22,35815984,35816184,test
186,test_000186,0,background,random_background_test,chr22,32363047,32363247,test
187,test_000187,1,promoter,promoter,chr21,33324298,33324498,test
188,test_000188,1,promoter,promoter,chr22,22895321,22895521,test
189,test_000189,1,promoter,promoter,chr21,45074435,45074635,test
190,test_000190,1,promoter,promoter,chr19,29841776,29841976,test
191,test_000191,1,promoter,promoter,chr19,8610690,8610890,test
192,test_000192,1,promoter,promoter,chr19,46040865,46041065,test
193,test_000193,0,background,random_background_test,chr20,1059380,1059580,test
194,test_000194,1,promoter,promoter,chr19,14979402,14979602,test
195,test_000195,0,background,random_background_test,chr19,325885,326085,test
196,test_000196,1,promoter,promoter,chr19,2291815,2292015,test
197,test_000197,0,background,random_background_test,chr20,47725774,47725974,test
198,test_000198,0,background,random_background_test,chr21,15442391,15442591,test
199,test_000199,0,background,random_background_test,chr22,42203966,42204166,test
200,test_000200,0,background,random_background_test,chr20,7470777,7470977,test
201,test_000201,0,background,random_background_test,chr21,31716869,31717069,test
202,test_000202,0,background,random_background_test,chr20,38197296,38197496,test
203,test_000203,0,background,random_background_test,chr21,16831580,16831780,test
204,test_000204,0,background,random_background_test,chr21,30204123,30204323,test
205,test_000205,0,background,random_background_test,chr20,36949534,36949734,test
206,test_000206,0,background,random_background_test,chr20,21802250,21802450,test
207,test_000207,0,background,random_background_test,chr21,35520432,35520632,test
208,test_000208,1,promoter,promoter,chr20,50958689,50958889,test
209,test_000209,1,promoter,promoter,chr19,55385735,55385935,test
210,test_000210,1,promoter,promoter,chr20,3808144,3808344,test
211,test_000211,0,background,random_background_test,chr21,40986830,40987030,test
212,test_000212,0,background,random_background_test,chr20,49452026,49452226,test
213,test_000213,0,background,random_background_test,chr20,35188910,35189110,test
214,test_000214,0,background,random_background_test,chr22,18509695,18509895,test
215,test_000215,0,background,random_background_test,chr19,53623330,53623530,test
216,test_000216,1,promoter,promoter,chr19,9538562,9538762,test
217,test_000217,0,background,random_background_test,chr22,40166975,40167175,test
218,test_000218,0,background,random_background_test,chr19,21732580,21732780,test
219,test_000219,0,background,random_background_test,chr19,27940020,27940220,test
220,test_000220,0,background,random_background_test,chr19,47089291,47089491,test
221,test_000221,0,background,random_background_test,chr19,19314575,19314775,test
222,test_000222,0,background,random_background_test,chr21,24209806,24210006,test
223,test_000223,1,promoter,promoter,chr20,44909892,44910092,test
224,test_000224,1,promoter,promoter,chr19,36797639,36797839,test
225,test_000225,1,promoter,promoter,chr20,46406635,46406835,test
226,test_000226,0,background,random_background_test,chr20,44547914,44548114,test
227,test_000227,0,background,random_background_test,chr20,30327290,30327490,test
228,test_000228,0,background,random_background_test,chr20,10737979,10738179,test
229,test_000229,1,promoter,promoter,chr22,20507435,20507635,test
230,test_000230,1,promoter,promoter,chr22,32203373,32203573,test
231,test_000231,0,background,random_background_test,chr22,25840837,25841037,test
232,test_000232,1,promoter,promoter,chr19,16197712,16197912,test
233,test_000233,0,background,random_background_test,chr21,8607989,8608189,test
234,test_000234,1,promoter,promoter,chr22,17266628,17266828,test
235,test_000235,0,background,random_background_test,chr19,23282857,23283057,test
236,test_000236,0,background,random_background_test,chr20,27753817,27754017,test
237,test_000237,0,background,random_background_test,chr19,16937058,16937258,test
238,test_000238,1,promoter,promoter,chr19,1753411,1753611,test
239,test_000239,0,background,random_background_test,chr21,42334504,42334704,test
240,test_000240,0,background,random_background_test,chr19,35070397,35070597,test
241,test_000241,1,promoter,promoter,chr22,44625487,44625687,test
242,test_000242,0,background,random_background_test,chr22,10940204,10940404,test
243,test_000243,0,background,random_background_test,chr19,26756622,26756822,test
244,test_000244,0,background,random_background_test,chr21,9000908,9001108,test
245,test_000245,0,background,random_background_test,chr21,44214418,44214618,test
246,test_000246,0,background,random_background_test,chr22,29677417,29677617,test
247,test_000247,1,promoter,promoter,chr20,57691814,57692014,test
248,test_000248,1,promoter,promoter,chr19,47608078,47608278,test
249,test_000249,0,background,random_background_test,chr22,13368148,13368348,test
250,test_000250,0,background,random_background_test,chr22,46196991,46197191,test
251,test_000251,0,background,random_background_test,chr22,42531514,42531714,test
252,test_000252,0,background,random_background_test,chr21,42964955,42965155,test
253,test_000253,0,background,random_background_test,chr20,62175829,62176029,test
254,test_000254,1,promoter,promoter,chr19,44718420,44718620,test
255,test_000255,0,background,random_background_test,chr20,12148748,12148948,test
256,test_000256,1,promoter,promoter,chr22,20206251,20206451,test
257,test_000257,1,promoter,promoter,chr19,19170230,19170430,test
258,test_000258,1,promoter,promoter,chr19,28883622,28883822,test
259,test_000259,1,promoter,promoter,chr20,44476000,44476200,test
260,test_000260,0,background,random_background_test,chr22,45795090,45795290,test
261,test_000261,1,promoter,promoter,chr20,46901728,46901928,test
262,test_000262,1,promoter,promoter,chr22,49575490,49575690,test
263,test_000263,0,background,random_background_test,chr19,9914497,9914697,test
264,test_000264,0,background,random_background_test,chr19,53150139,53150339,test
265,test_000265,1,promoter,promoter,chr20,62238617,62238817,test
266,test_000266,1,promoter,promoter,chr21,39657137,39657337,test
267,test_000267,0,background,random_background_test,chr20,55825676,55825876,test
268,test_000268,0,background,random_background_test,chr22,32306453,32306653,test
269,test_000269,1,promoter,promoter,chr22,19479403,19479603,test
270,test_000270,0,background,random_background_test,chr21,31700940,31701140,test
271,test_000271,1,promoter,promoter,chr19,35031085,35031285,test
272,test_000272,0,background,random_background_test,chr20,61042851,61043051,test
273,test_000273,1,promoter,promoter,chr22,23754343,23754543,test
274,test_000274,1,promoter,promoter,chr19,11528575,11528775,test
275,test_000275,1,promoter,promoter,chr21,35049172,35049372,test
276,test_000276,1,promoter,promoter,chr21,46320886,46321086,test
277,test_000277,1,promoter,promoter,chr21,39379493,39379693,test
278,test_000278,0,background,random_background_test,chr20,42563156,42563356,test
279,test_000279,0,background,random_background_test,chr22,19165446,19165646,test
280,test_000280,1,promoter,promoter,chr19,925889,926089,test
281,test_000281,0,background,random_background_test,chr21,21667120,21667320,test
282,test_000282,0,background,random_background_test,chr20,5745035,5745235,test
283,test_000283,0,background,random_background_test,chr22,29289307,29289507,test
284,test_000284,1,promoter,promoter,chr20,3889422,3889622,test
285,test_000285,0,background,random_background_test,chr19,19191115,19191315,test
286,test_000286,1,promoter,promoter,chr20,62735391,62735591,test
287,test_000287,1,promoter,promoter,chr20,50172391,50172591,test
288,test_000288,1,promoter,promoter,chr20,2656174,2656374,test
289,test_000289,0,background,random_background_test,chr22,34399854,34400054,test
290,test_000290,0,background,random_background_test,chr20,28094530,28094730,test
291,test_000291,0,background,random_background_test,chr20,37087227,37087427,test
292,test_000292,1,promoter,promoter,chr19,52734994,52735194,test
293,test_000293,1,promoter,promoter,chr22,40533773,40533973,test
294,test_000294,0,background,random_background_test,chr19,16413828,16414028,test
295,test_000295,1,promoter,promoter,chr22,20204914,20205114,test
296,test_000296,0,background,random_background_test,chr19,44426429,44426629,test
297,test_000297,1,promoter,promoter,chr20,25226486,25226686,test
298,test_000298,0,background,random_background_test,chr21,27487518,27487718,test
299,test_000299,0,background,random_background_test,chr21,36682458,36682658,test
300,test_000300,0,background,random_background_test,chr22,32347541,32347741,test
301,test_000301,1,promoter,promoter,chr20,32779650,32779850,test
302,test_000302,0,background,random_background_test,chr21,33847679,33847879,test
303,test_000303,0,background,random_background_test,chr22,22277400,22277600,test
304,test_000304,0,background,random_background_test,chr21,11340509,11340709,test
305,test_000305,1,promoter,promoter,chr20,45306686,45306886,test
306,test_000306,1,promoter,promoter,chr21,43924782,43924982,test
307,test_000307,1,promoter,promoter,chr20,36051452,36051652,test
308,test_000308,0,background,random_background_test,chr20,22220507,22220707,test
309,test_000309,1,promoter,promoter,chr21,32849924,32850124,test
310,test_000310,1,promoter,promoter,chr19,6393121,6393321,test
311,test_000311,1,promoter,promoter,chr22,29553394,29553594,test
312,test_000312,0,background,random_background_test,chr20,4373843,4374043,test
313,test_000313,1,promoter,promoter,chr19,51751795,51751995,test
314,test_000314,0,background,random_background_test,chr21,33988732,33988932,test
315,test_000315,1,promoter,promoter,chr22,36775958,36776158,test
316,test_000316,0,background,random_background_test,chr21,30902739,30902939,test
317,test_000317,0,background,random_background_test,chr20,48633907,48634107,test
318,test_000318,0,background,random_background_test,chr20,39722356,39722556,test
319,test_000319,1,promoter,promoter,chr20,21125850,21126050,test
320,test_000320,0,background,random_background_test,chr20,11201590,11201790,test
321,test_000321,0,background,random_background_test,chr19,1959819,1960019,test
322,test_000322,1,promoter,promoter,chr19,13116365,13116565,test
323,test_000323,0,background,random_background_test,chr20,32209570,32209770,test
324,test_000324,1,promoter,promoter,chr19,6416414,6416614,test
325,test_000325,0,background,random_background_test,chr21,23982170,23982370,test
326,test_000326,1,promoter,promoter,chr22,41951982,41952182,test
327,test_000327,0,background,random_background_test,chr22,13665884,13666084,test
328,test_000328,1,promoter,promoter,chr22,41958008,41958208,test
329,test_000329,1,promoter,promoter,chr19,49665291,49665491,test
330,test_000330,1,promoter,promoter,chr20,3043992,3044192,test
331,test_000331,0,background,random_background_test,chr20,59677009,59677209,test
332,test_000332,0,background,random_background_test,chr19,58115890,58116090,test
333,test_000333,0,background,random_background_test,chr20,15243346,15243546,test
334,test_000334,0,background,random_background_test,chr19,18806993,18807193,test
335,test_000335,1,promoter,promoter,chr19,4910424,4910624,test
336,test_000336,1,promoter,promoter,chr20,33490169,33490369,test
337,test_000337,1,promoter,promoter,chr19,44529390,44529590,test
338,test_000338,0,background,random_background_test,chr20,4323944,4324144,test
339,test_000339,1,promoter,promoter,chr19,56315086,56315286,test
340,test_000340,0,background,random_background_test,chr20,9463934,9464134,test
341,test_000341,1,promoter,promoter,chr22,31160055,31160255,test
342,test_000342,0,background,random_background_test,chr20,45213786,45213986,test
343,test_000343,1,promoter,promoter,chr22,22850271,22850471,test
344,test_000344,1,promoter,promoter,chr20,58515333,58515533,test
345,test_000345,0,background,random_background_test,chr20,25378783,25378983,test
346,test_000346,0,background,random_background_test,chr21,33659271,33659471,test
347,test_000347,1,promoter,promoter,chr19,38974953,38975153,test
348,test_000348,1,promoter,promoter,chr22,36239545,36239745,test
349,test_000349,1,promoter,promoter,chr19,2867372,2867572,test
350,test_000350,1,promoter,promoter,chr19,36246240,36246440,test
351,test_000351,1,promoter,promoter,chr19,10086115,10086315,test
352,test_000352,0,background,random_background_test,chr21,44717630,44717830,test
353,test_000353,0,background,random_background_test,chr21,30053611,30053811,test
354,test_000354,1,promoter,promoter,chr19,44024950,44025150,test
355,test_000355,0,background,random_background_test,chr19,30577781,30577981,test
356,test_000356,1,promoter,promoter,chr22,37109114,37109314,test
357,test_000357,1,promoter,promoter,chr21,34512209,34512409,test
358,test_000358,0,background,random_background_test,chr20,27858576,27858776,test
359,test_000359,1,promoter,promoter,chr19,38256560,38256760,test
360,test_000360,1,promoter,promoter,chr20,24992405,24992605,test
361,test_000361,0,background,random_background_test,chr19,555397,555597,test
362,test_000362,1,promoter,promoter,chr20,8019138,8019338,test
363,test_000363,1,promoter,promoter,chr19,3985402,3985602,test
364,test_000364,1,promoter,promoter,chr21,43783106,43783306,test
365,test_000365,0,background,random_background_test,chr20,46869620,46869820,test
366,test_000366,1,promoter,promoter,chr19,11346355,11346555,test
367,test_000367,0,background,random_background_test,chr20,55859584,55859784,test
368,test_000368,0,background,random_background_test,chr20,16553826,16554026,test
369,test_000369,0,background,random_background_test,chr20,2449160,2449360,test
370,test_000370,0,background,random_background_test,chr21,13992377,13992577,test
371,test_000371,1,promoter,promoter,chr21,45593542,45593742,test
372,test_000372,1,promoter,promoter,chr19,14072550,14072750,test
373,test_000373,1,promoter,promoter,chr20,2873356,2873556,test
374,test_000374,0,background,random_background_test,chr20,14535488,14535688,test
375,test_000375,0,background,random_background_test,chr21,14242790,14242990,test
376,test_000376,0,background,random_background_test,chr19,53585236,53585436,test
377,test_000377,0,background,random_background_test,chr22,36855384,36855584,test
378,test_000378,0,background,random_background_test,chr19,17861327,17861527,test
379,test_000379,1,promoter,promoter,chr19,50377252,50377452,test
380,test_000380,1,promoter,promoter,chr19,9498593,9498793,test
381,test_000381,1,promoter,promoter,chr20,44209826,44210026,test
382,test_000382,0,background,random_background_test,chr22,33832158,33832358,test
383,test_000383,0,background,random_background_test,chr20,30988666,30988866,test
384,test_000384,0,background,random_background_test,chr20,45494389,45494589,test
385,test_000385,1,promoter,promoter,chr19,52007843,52008043,test
386,test_000386,0,background,random_background_test,chr20,50635874,50636074,test
387,test_000387,1,promoter,promoter,chr22,22032667,22032867,test
388,test_000388,1,promoter,promoter,chr19,798154,798354,test
389,test_000389,0,background,random_background_test,chr19,19877471,19877671,test
390,test_000390,0,background,random_background_test,chr20,2892769,2892969,test
391,test_000391,1,promoter,promoter,chr20,2692909,2693109,test
392,test_000392,1,promoter,promoter,chr20,23632078,23632278,test
393,test_000393,1,promoter,promoter,chr19,41363789,41363989,test
394,test_000394,0,background,random_background_test,chr20,712625,712825,test
395,test_000395,0,background,random_background_test,chr21,20842648,20842848,test
396,test_000396,1,promoter,promoter,chr19,18437167,18437367,test
397,test_000397,1,promoter,promoter,chr19,16612301,16612501,test
398,test_000398,1,promoter,promoter,chr19,55341786,55341986,test
399,test_000399,0,background,random_background_test,chr22,46677862,46678062,test
400,test_000400,1,promoter,promoter,chr19,36111061,36111261,test
401,test_000401,0,background,random_background_test,chr20,50209811,50210011,test
402,test_000402,0,background,random_background_test,chr21,34701759,34701959,test
403,test_000403,0,background,random_background_test,chr19,18726251,18726451,test
404,test_000404,1,promoter,promoter,chr19,6372581,6372781,test
405,test_000405,1,promoter,promoter,chr19,11324245,11324445,test
406,test_000406,1,promoter,promoter,chr19,5623203,5623403,test
407,test_000407,0,background,random_background_test,chr19,22737331,22737531,test
408,test_000408,0,background,random_background_test,chr20,42325445,42325645,test
409,test_000409,1,promoter,promoter,chr19,1067014,1067214,test
410,test_000410,0,background,random_background_test,chr20,33422617,33422817,test
411,test_000411,1,promoter,promoter,chr20,5750261,5750461,test
412,test_000412,1,promoter,promoter,chr21,38912912,38913112,test
413,test_000413,0,background,random_background_test,chr19,11180820,11181020,test
414,test_000414,0,background,random_background_test,chr21,20552681,20552881,test
415,test_000415,0,background,random_background_test,chr21,14437534,14437734,test
416,test_000416,0,background,random_background_test,chr21,11501436,11501636,test
417,test_000417,0,background,random_background_test,chr21,39240767,39240967,test
418,test_000418,0,background,random_background_test,chr19,52915101,52915301,test
419,test_000419,1,promoter,promoter,chr22,26169311,26169511,test
420,test_000420,1,promoter,promoter,chr19,46346905,46347105,test
421,test_000421,0,background,random_background_test,chr19,19970566,19970766,test
422,test_000422,1,promoter,promoter,chr19,6739537,6739737,test
423,test_000423,1,promoter,promoter,chr19,44613436,44613636,test
424,test_000424,0,background,random_background_test,chr22,35937631,35937831,test
425,test_000425,1,promoter,promoter,chr20,50191509,50191709,test
426,test_000426,0,background,random_background_test,chr21,18562278,18562478,test
427,test_000427,0,background,random_background_test,chr19,35307140,35307340,test
428,test_000428,0,background,random_background_test,chr21,46619294,46619494,test
429,test_000429,1,promoter,promoter,chr19,9309743,9309943,test
430,test_000430,1,promoter,promoter,chr20,62550213,62550413,test
431,test_000431,1,promoter,promoter,chr21,31732075,31732275,test
432,test_000432,1,promoter,promoter,chr19,46428836,46429036,test
433,test_000433,1,promoter,promoter,chr19,56343152,56343352,test
434,test_000434,0,background,random_background_test,chr21,44895569,44895769,test
435,test_000435,1,promoter,promoter,chr19,57935330,57935530,test
436,test_000436,0,background,random_background_test,chr20,69536,69736,test
437,test_000437,1,promoter,promoter,chr22,22758507,22758707,test
438,test_000438,1,promoter,promoter,chr19,40771556,40771756,test
439,test_000439,0,background,random_background_test,chr20,385894,386094,test
440,test_000440,1,promoter,promoter,chr22,28711928,28712128,test
441,test_000441,1,promoter,promoter,chr19,14518245,14518445,test
442,test_000442,0,background,random_background_test,chr19,22252783,22252983,test
443,test_000443,1,promoter,promoter,chr19,50723515,50723715,test
444,test_000444,0,background,random_background_test,chr20,15347920,15348120,test
445,test_000445,0,background,random_background_test,chr19,32147031,32147231,test
446,test_000446,1,promoter,promoter,chr20,2873688,2873888,test
447,test_000447,1,promoter,promoter,chr19,2717683,2717883,test
448,test_000448,0,background,random_background_test,chr20,36855749,36855949,test
449,test_000449,0,background,random_background_test,chr19,10474908,10475108,test
